,Invasive Area,Infiltrative Area,Single Defects,Fingers,Clusters
Contact Energy,0.148952814998261,0.5664248872898661,0.6716388072424824,0.22416033525522727,0.2721615885342288
Migration Coefficient,0.7029824321936807,0.6862696707421294,0.49074590347799274,0.7954203237991383,0.5341050333697667
Proliferative Probability,-0.02515709585041879,-0.025197084677360974,-0.0030778063268238755,-0.00016161398273337069,-0.002026424985564059
