Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters,MCS
-5.0,0.0,0.6,1641.0,1641.0,0,0,0,0,400
-5.0,0.0,0.6,2433.5,2433.5,0,0,0,0,400
-5.0,0.0,0.7,1994.0,1994.0,0,0,0,0,400
-5.0,0.0,0.7,2445.0,2445.0,0,0,0,0,400
-5.0,0.0,0.7,3093.0,3093.0,0,0,0,0,400
-5.0,0.0,0.7,2396.5,2396.5,0,0,0,0,400
-5.0,0.0,0.7,1719.0,1719.0,0,0,0,0,400
-5.0,0.0,0.7,2399.0,2399.0,0,0,0,0,400
-5.0,0.0,0.7,2091.0,2091.0,0,0,0,0,400
-5.0,0.0,0.7,2113.0,2113.0,0,0,0,0,400
-5.0,0.0,0.7,2629.5,2629.5,0,0,0,0,400
-5.0,0.0,0.7,1632.0,1632.0,0,0,0,0,400
-5.0,0.0,0.7,2053.5,2053.5,0,0,0,0,400
-5.0,0.0,0.7,2705.0,2705.0,0,0,0,0,400
-5.0,0.0,0.8,2247.0,2247.0,0,0,0,0,400
-5.0,0.0,0.8,2634.0,2634.0,0,0,0,0,400
-5.0,0.0,0.8,2165.0,2165.0,0,0,0,0,400
-5.0,0.0,0.8,2640.0,2640.0,0,0,0,0,400
-5.0,0.0,0.8,3023.0,3023.0,0,0,0,0,400
-5.0,0.0,0.8,2091.5,2091.5,0,0,0,0,400
-5.0,0.0,0.8,2141.0,2141.0,0,0,0,0,400
-5.0,0.0,0.8,2565.5,2565.5,0,0,0,0,400
-5.0,0.0,0.8,1649.0,1649.0,0,0,0,0,400
-5.0,0.0,0.8,2266.0,2266.0,0,0,0,0,400
-5.0,0.0,0.8,2046.5,2046.5,0,0,0,0,400
-5.0,0.0,0.8,1585.0,1585.0,0,0,0,0,400
-5.0,0.0,0.9,1479.0,1479.0,0,0,0,0,400
-5.0,0.0,0.9,2106.0,2106.0,0,0,0,0,400
-5.0,0.0,0.9,2567.5,2567.5,0,0,0,0,400
-5.0,0.0,0.9,1952.0,1952.0,0,0,0,0,400
-5.0,0.0,0.9,2174.5,2174.5,0,0,0,0,400
-5.0,0.0,0.9,2033.0,2033.0,0,0,0,0,400
-5.0,0.0,0.9,1961.5,1961.5,0,0,0,0,400
-5.0,0.0,0.9,2651.0,2651.0,0,0,0,0,400
-5.0,0.0,0.9,3094.0,3094.0,0,0,0,0,400
