Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Singles,Fingers,Detached Cells,Clusters
-3,3,0.3,2517.5,2517.5,0,0,0,0
-3,3,0.3,1973,1973,0,1,0,0
-3,3,0.3,2195,2195,0,0,0,0
-3,3,0.3,1893,1893,0,0,0,0
-3,3,0.3,2416.5,2416.5,0,1,0,0
-3,3,0.3,2244,2244,0,0,0,0
-3,3,0.3,2155,2155,0,0,0,0
-3,3,0.3,1674,1674,0,0,0,0
-3,3,0.3,1912,1912,0,0,0,0
-3,3,0.3,2484,2484,0,0,0,0
-3,3,0.4,1959,1959,0,0,0,0
-3,3,0.4,2517.5,2517.5,0,0,0,0
-3,3,0.4,1554,1554,0,0,0,0
-3,3,0.4,2519,2519,0,0,0,0
-3,3,0.4,2166,2166,0,0,0,0
-3,3,0.4,1952,1952,0,0,0,0
-3,3,0.4,2019,2019,0,0,0,0
-3,3,0.4,2440,2440,0,0,0,0
-3,3,0.4,2331,2331,0,0,0,0
-3,3,0.4,2306,2306,0,0,0,0
-3,3,0.5,2575,2575,0,0,0,0
-3,3,0.5,1970.5,1970.5,0,0,0,0
-3,3,0.5,2476,2476,0,0,0,0
-3,3,0.5,2660,2660,0,1,0,0
-3,3,0.5,1801.5,1801.5,0,0,0,0
-3,3,0.5,2831,2831,0,0,0,0
-3,3,0.5,1571,1571,0,0,0,0
-3,3,0.5,2092,2092,0,0,0,0
-3,3,0.5,2404.5,2404.5,0,0,0,0
-3,3,0.5,2284.5,2284.5,0,0,0,0
-3,3,0.6,1978,1978,0,1,0,0
-3,3,0.6,1788.5,1788.5,0,0,0,0
-3,3,0.6,2464,2464,0,0,0,0
-3,3,0.6,3301,3301,0,0,0,0
-3,3,0.6,2034,2034,0,0,0,0
-3,3,0.6,3011,3011,0,0,0,0
-3,3,0.6,,,,,,
-3,3,0.6,2457,2457,0,0,0,0
-3,3,0.6,2080,2080,0,0,0,0
-3,3,0.6,1811.5,1811.5,0,0,0,0
-3,3,0.7,2331,2331,0,0,0,0
-3,3,0.7,2426,2426,0,0,0,0
-3,3,0.7,2129,2129,0,0,0,0
-3,3,0.7,1937.5,1937.5,0,0,0,0
-3,3,0.7,2202,2202,0,0,0,0
-3,3,0.7,2391,2391,0,0,0,0
-3,3,0.7,1864.5,1864.5,0,0,0,0
-3,3,0.7,2335,2335,0,0,0,0
-3,3,0.7,2275,2275,0,0,0,0
-3,3,0.7,1943,1943,0,0,0,0
-3,3,0.8,1940,1940,0,0,0,0
-3,3,0.8,2039.5,2039.5,0,0,0,0
-3,3,0.8,1903.5,1903.5,0,0,0,0
-3,3,0.8,3298.5,3298.5,0,0,0,0
-3,3,0.8,2468,2468,0,0,0,0
-3,3,0.8,2237,2237,0,0,0,0
-3,3,0.8,2957.5,2957.5,0,0,0,0
-3,3,0.8,2565,2565,0,0,0,0
-3,3,0.8,2462.5,2462.5,0,0,0,0
-3,3,0.8,2455.5,2455.5,0,0,0,0
-3,3,0.9,2340,2340,0,0,0,0
-3,3,0.9,1840.5,1840.5,0,0,0,0
-3,3,0.9,3134.5,3134.5,0,0,0,0
-3,3,0.9,2745,2745,0,0,0,0
-3,3,0.9,2323,2323,0,0,0,0
-3,3,0.9,2265,2265,0,0,0,0
-3,3,0.9,2333,2333,0,0,0,0
-3,3,0.9,2166,2166,0,0,0,0
-3,3,0.9,2021,2021,0,0,0,0
-3,3,0.9,3227.5,3227.5,0,0,0,0
-3,3,1,2177,2177,0,0,0,0
-3,3,1,2022,2022,0,0,0,0
-3,3,1,2260,2260,0,0,0,0
-3,3,1,2484,2484,0,0,0,0
-3,3,1,2423,2423,0,0,0,0
-3,3,1,1905,1905,0,0,0,0
-3,3,1,2278,2278,0,0,0,0
-3,3,1,2346,2346,0,0,0,0
-3,3,1,2081,2081,0,0,0,0
-3,3,1,2027,2027,0,1,0,0
-3,6,0,2183,2183,0,0,0,0
-3,6,0,2751,2751,0,0,0,0
-3,6,0,2087,2087,0,0,0,0
-3,6,0,2571,2571,0,0,0,0
-3,6,0,2307,2307,0,0,0,0
-3,6,0,2646.5,2646.5,0,0,0,0
-3,6,0,1726,1726,0,0,0,0
-3,6,0,3232.5,3232.5,0,0,0,0
-3,6,0,2522.5,2522.5,0,0,0,0
-3,6,0,2566,2566,0,0,0,0
-3,6,0.1,2514.5,2514.5,0,0,0,0
-3,6,0.1,2972.5,2972.5,0,1,0,0
-3,6,0.1,1986.5,1986.5,0,0,0,0
-3,6,0.1,3085,3085,0,0,0,0
-3,6,0.1,1498,1498,0,0,0,0
-3,6,0.1,2690,2690,0,0,0,0
-3,6,0.1,2759.5,2759.5,0,0,0,0
-3,6,0.1,2196.5,2196.5,0,0,0,0
-3,6,0.1,2702,2702,0,1,0,0
-3,6,0.1,2692,2692,0,0,0,0
-3,6,0.2,2533,2533,0,0,0,0
-3,6,0.2,3169,3169,0,2,0,0
-3,6,0.2,2725.5,2725.5,0,0,0,0
-3,6,0.2,2846,2846,0,1,0,0
-3,6,0.2,2353.5,2353.5,0,0,0,0
-3,6,0.2,1869,1869,0,0,0,0
-3,6,0.2,2968.5,2968.5,0,0,0,0
-3,6,0.2,2081,2081,0,0,0,0
-3,6,0.2,2009.5,2009.5,0,0,0,0
-3,6,0.2,3069,3069,0,1,0,0
-3,6,0.3,2169.5,2169.5,0,1,0,0
-3,6,0.3,2192,2192,0,0,0,0
-3,6,0.3,2190.5,2190.5,0,0,0,0
-3,6,0.3,3297,3297,0,0,0,0
-3,6,0.3,2565.5,2565.5,0,0,0,0
-3,6,0.3,2793.5,2793.5,0,0,0,0
-3,6,0.3,2519.5,2519.5,0,0,0,0
-3,6,0.3,2393,2393,0,0,0,0
-3,6,0.3,1886.5,1886.5,0,0,0,0
-3,6,0.3,2301.5,2301.5,0,0,0,0
-3,6,0.4,2925.5,2925.5,0,0,0,0
-3,6,0.4,1818,1818,0,0,0,0
-3,6,0.4,2385,2385,0,0,0,0
-3,6,0.4,3316,3316,0,0,0,0
-3,6,0.4,2380.5,2380.5,0,0,0,0
-3,6,0.4,2556,2556,0,0,0,0
-3,6,0.4,2356,2356,0,0,0,0
-3,6,0.4,3671,3671,0,0,0,0
-3,6,0.4,3089,3089,0,0,0,0
-3,6,0.4,1973,1973,0,1,0,0
-3,6,0.5,2154.5,2154.5,0,0,0,0
-3,6,0.5,1929.5,1929.5,0,0,0,0
-3,6,0.5,1802.5,1802.5,0,0,0,0
-3,6,0.5,2017,2017,0,0,0,0
-3,6,0.5,2737,2737,0,1,0,0
-3,6,0.5,1999,1999,0,0,0,0
-3,6,0.5,2760,2760,0,0,0,0
-3,6,0.5,2189.5,2189.5,0,0,0,0
-3,6,0.5,2489,2489,0,0,0,0
-3,6,0.5,2527.5,2527.5,0,0,0,0
-3,6,0.6,2855.5,2855.5,0,0,0,0
-3,6,0.6,2448.5,2448.5,0,0,0,0
-3,6,0.6,2371,2371,0,0,0,0
-3,6,0.6,1990.5,1990.5,0,0,0,0
-3,6,0.6,2177.5,2177.5,0,1,0,0
-3,6,0.6,2798,2798,0,0,0,0
-3,6,0.6,2835,2835,0,0,0,0
-3,6,0.6,2920.5,2920.5,0,1,0,0
-3,6,0.6,2598,2598,0,0,0,0
-3,6,0.6,2290.5,2290.5,0,0,0,0
-3,6,0.7,2596.5,2596.5,0,0,0,0
-3,6,0.7,2719.5,2719.5,0,0,0,0
-3,6,0.7,1863.5,1863.5,0,1,0,0
-3,6,0.7,2479,2479,0,0,0,0
-3,6,0.7,2223,2223,0,0,0,0
-3,6,0.7,2345,2345,0,1,0,0
-3,6,0.7,1914,1914,0,0,0,0
-3,6,0.7,2759,2759,0,0,0,0
-3,6,0.7,2408,2408,0,0,0,0
-3,6,0.7,2883.5,2883.5,0,0,0,0
-3,6,0.8,,,,,,
-3,6,0.8,1789,1789,0,0,0,0
-3,6,0.8,2472,2472,0,1,0,0
-3,6,0.8,2361,2361,0,1,0,0
-3,6,0.8,2355.5,2355.5,0,0,0,0
-3,6,0.8,1755,1755,0,0,0,0
-3,6,0.8,2343,2343,0,0,0,0
-3,6,0.8,2391.5,2391.5,0,0,0,0
-3,6,0.8,2361,2361,0,0,0,0
-3,6,0.8,2676,2676,0,0,0,0
-3,6,0.9,2093,2093,0,0,0,0
-3,6,0.9,2596,2596,0,0,0,0
-3,6,0.9,2019.5,2019.5,0,0,0,0
-3,6,0.9,2646,2646,0,0,0,0
-3,6,0.9,1987,1987,0,0,0,0
-3,6,0.9,2237,2237,0,0,0,0
-3,6,0.9,2953.5,2953.5,0,0,0,0
-3,6,0.9,2364,2364,0,1,0,0
-3,6,0.9,1560,1560,0,0,0,0
-3,6,0.9,1896,1896,0,1,0,0
-3,6,1,2360,2360,0,0,0,0
-3,6,1,3338,3338,0,0,0,0
-3,6,1,2217,2217,0,0,0,0
-3,6,1,2979.5,2979.5,0,0,0,0
-3,6,1,1935,1935,0,1,0,0
-3,6,1,2666,2666,0,0,0,0
-3,6,1,2256,2256,0,0,0,0
-3,6,1,2255.5,2255.5,0,0,0,0
-3,6,1,2257,2257,0,0,0,0
-3,6,1,2409,2409,0,0,0,0
-3,9,0,3525.5,3525.5,0,1,0,0
-3,9,0,3411.5,3411.5,0,1,0,0
-3,9,0,2600,2600,0,0,0,0
-3,9,0,2694.5,2694.5,0,0,0,0
-3,9,0,2413,2413,0,0,0,0
-3,9,0,2985,2985,0,2,0,0
-3,9,0,2786,2786,0,0,0,0
-3,9,0,2654,2654,0,0,0,0
-3,9,0,1881,1881,0,0,0,0
-3,9,0,3720,3720,0,1,0,0
-3,9,0.1,2963,2963,0,1,0,0
-3,9,0.1,2527.5,2527.5,0,2,0,0
-3,9,0.1,2600,2600,0,0,0,0
-3,9,0.1,3300.5,3300.5,0,1,0,0
-3,9,0.1,3007.5,3007.5,0,0,0,0
-3,9,0.1,1939,1939,0,0,0,0
-3,9,0.1,2389,2389,0,0,0,0
-3,9,0.1,3479,3479,0,1,0,0
-3,9,0.1,2351,2351,0,0,0,0
-3,9,0.1,2933.5,2933.5,0,2,0,0
-3,9,0.2,2779,2779,0,1,0,0
-3,9,0.2,3444.5,3444.5,0,1,0,0
-3,9,0.2,2892.5,2892.5,0,1,0,0
-3,9,0.2,3000.5,3000.5,0,0,0,0
-3,9,0.2,2688,2688,0,0,0,0
-3,9,0.2,2722.5,2722.5,0,0,0,0
-3,9,0.2,2336,2336,0,1,0,0
-3,9,0.2,3802,3802,0,0,0,0
-3,9,0.2,2915,2915,0,0,0,0
-3,9,0.2,2720.5,2720.5,0,0,0,0
-3,9,0.3,3420,3420,0,0,0,0
-3,9,0.3,3212,3212,0,1,0,0
-3,9,0.3,2673.5,2673.5,0,1,0,0
-3,9,0.3,3143,3143,0,0,0,0
-3,9,0.3,2438,2438,0,0,0,0
-3,9,0.3,3182,3182,0,0,0,0
-3,9,0.3,3195.5,3195.5,0,1,0,0
-3,9,0.3,3101.5,3101.5,0,0,0,0
-3,9,0.3,3343,3343,0,0,0,0
-3,9,0.3,2307.5,2307.5,0,1,0,0
-3,9,0.4,3652,3652,0,1,0,0
-3,9,0.4,2427,2427,0,2,0,0
-3,9,0.4,1739,1739,0,0,0,0
-3,9,0.4,2003.5,2003.5,0,0,0,0
-3,9,0.4,2406,2406,0,2,0,0
-3,9,0.4,2858.5,2858.5,0,1,0,0
-3,9,0.4,4683,4683,0,0,0,0
-3,9,0.4,2771,2771,0,0,0,0
-3,9,0.4,2344,2344,0,0,0,0
-3,9,0.4,2019,2019,0,1,0,0
-3,9,0.5,2827,2827,0,1,0,0
-3,9,0.5,3479,3479,0,1,0,0
-3,9,0.5,3065,3065,0,0,0,0
-3,9,0.5,2774.5,2774.5,0,0,0,0
-3,9,0.5,3119.5,3119.5,0,0,0,0
-3,9,0.5,2558,2558,0,1,0,0
-3,9,0.5,3408,3408,0,1,0,0
-3,9,0.5,2952.5,2952.5,0,0,0,0
-3,9,0.5,2027,2027,0,0,0,0
-3,9,0.5,2753.5,2753.5,0,0,0,0
-3,9,0.6,1801,1801,0,1,0,0
-3,9,0.6,2005,2005,0,0,0,0
-3,9,0.6,3267,3267,0,0,0,0
-3,9,0.6,2384.5,2384.5,0,0,0,0
-3,9,0.6,2740,2740,0,0,0,0
-3,9,0.6,2244,2244,0,1,0,0
-3,9,0.6,2720,2720,0,1,0,0
-3,9,0.6,3315,3315,0,1,0,0
-3,9,0.6,2713,2713,0,0,0,0
-3,9,0.6,2690,2690,0,0,0,0
-3,9,0.7,3725.5,3725.5,0,0,0,0
-3,9,0.7,2784,2784,0,1,0,0
-3,9,0.7,2289.5,2289.5,0,0,0,0
-3,9,0.7,1855,1855,0,0,0,0
-3,9,0.7,1965.5,1965.5,0,0,0,0
-3,9,0.7,3810,3810,0,1,0,0
-3,9,0.7,2863,2863,0,1,0,0
-3,9,0.7,4223.5,4223.5,0,1,0,0
-3,9,0.7,2547,2547,0,0,0,0
-3,9,0.7,2860.5,2860.5,0,0,0,0
-3,9,0.8,2583,2583,0,0,0,0
-3,9,0.8,2338,2338,0,0,0,0
-3,9,0.8,2927,2927,0,0,0,0
-3,9,0.8,2727,2727,0,1,0,0
-3,9,0.8,2568,2568,0,0,0,0
-3,9,0.8,2581,2581,0,0,0,0
-3,9,0.8,2119,2119,0,0,0,0
-3,9,0.8,3086,3086,0,0,0,0
-3,9,0.8,2525,2525,0,1,0,0
-3,9,0.8,3079,3079,0,0,0,0
-3,9,0.9,1669.5,1669.5,0,0,0,0
-3,9,0.9,2843,2843,0,1,0,0
-3,9,0.9,2333,2333,0,0,0,0
-3,9,0.9,2508,2508,0,0,0,0
-3,9,0.9,2676,2676,0,0,0,0
-3,9,0.9,2923,2923,0,0,0,0
-3,9,0.9,1851.5,1851.5,0,1,0,0
-3,9,0.9,2528.5,2528.5,0,0,0,0
-3,9,0.9,2945,2945,0,1,0,0
-3,9,0.9,3518.5,3518.5,0,0,0,0
-3,9,1,4081,4081,0,1,0,0
-3,9,1,2222,2222,0,0,0,0
-3,9,1,2947,2947,0,1,0,0
-3,9,1,2937.5,2937.5,0,1,0,0
-3,9,1,2604,2604,0,2,0,0
-3,9,1,2368.5,2368.5,0,1,0,0
-3,9,1,3001,3001,0,1,0,0
-3,9,1,3975,3975,0,2,0,0
-3,9,1,2307.5,2307.5,0,1,0,0
-3,9,1,2495,2495,0,0,0,0
-3,12,0,2539,2539,0,1,0,0
-3,12,0,2861.5,2861.5,0,1,0,0
-3,12,0,2791,2791,0,1,0,0
-3,12,0,2830,2830,0,1,0,0
-3,12,0,3398,3398,0,2,0,0
-3,12,0,4181,4181,0,2,0,0
-3,12,0,3128,3128,0,4,0,0
-3,12,0,3382.5,3382.5,0,3,0,0
-3,12,0,3820,3820,0,0,0,0
-3,12,0,3721,3721,0,1,0,0
-3,12,0.1,3359,3359,0,1,0,0
-3,12,0.1,3007,3007,0,1,0,0
-3,12,0.1,3603,3603,0,1,0,0
-3,12,0.1,3370,3370,0,2,0,0
-3,12,0.1,2761,2761,0,2,0,0
-3,12,0.1,3805,3805,0,3,0,0
-3,12,0.1,4430,4430,0,1,0,0
-3,12,0.1,2755.5,2755.5,0,0,0,0
-3,12,0.1,2862,2862,0,2,0,0
-3,12,0.1,1925.5,1925.5,0,0,0,0
-3,12,0.2,3502.5,3502.5,0,1,0,0
-3,12,0.2,2979,2979,0,1,0,0
-3,12,0.2,2035,2035,0,1,0,0
-3,12,0.2,4144,4144,0,1,0,0
-3,12,0.2,3104,3104,0,1,0,0
-3,12,0.2,2662.5,2662.5,0,1,0,0
-3,12,0.2,3247.5,3247.5,0,4,0,0
-3,12,0.2,2469.5,2469.5,0,2,0,0
-3,12,0.2,2980.5,2980.5,0,0,0,0
-3,12,0.2,3279.5,3279.5,0,1,0,0
-3,12,0.3,4424,4424,0,2,0,0
-3,12,0.3,3629.5,3629.5,0,3,0,0
-3,12,0.3,3212,3212,0,2,0,0
-3,12,0.3,3299,3299,0,1,0,0
-3,12,0.3,3010,3010,0,1,0,0
-3,12,0.3,3325.5,3325.5,0,2,0,0
-3,12,0.3,2794.5,2794.5,0,1,0,0
-3,12,0.3,3638,3638,0,2,0,0
-3,12,0.3,3068.5,3068.5,0,1,0,0
-3,12,0.3,2676,2676,0,1,0,0
-3,12,0.4,2829,2829,0,1,0,0
-3,12,0.4,3228.5,3228.5,0,1,0,0
-3,12,0.4,3039.5,3039.5,0,2,0,0
-3,12,0.4,4135,4135,0,2,0,0
-3,12,0.4,3264.5,3264.5,0,3,0,0
-3,12,0.4,3529.5,3529.5,0,0,0,0
-3,12,0.4,3237.5,3237.5,0,2,0,0
-3,12,0.4,2529,2529,0,2,0,0
-3,12,0.4,2921.5,2921.5,0,0,0,0
-3,12,0.4,3556,3556,0,0,0,0
-3,12,0.5,2762.5,2762.5,0,1,0,0
-3,12,0.5,3722,3722,0,1,0,0
-3,12,0.5,2598,2598,0,0,0,0
-3,12,0.5,3017.5,3017.5,0,1,0,0
-3,12,0.5,3391,3391,0,0,0,0
-3,12,0.5,3408.5,3408.5,0,3,0,0
-3,12,0.5,2867,2867,0,0,0,0
-3,12,0.5,2998,2998,0,1,0,0
-3,12,0.5,3621.5,3621.5,0,2,0,0
-3,12,0.5,1996,1996,0,1,0,0
-3,12,0.6,4085,4085,0,2,0,0
-3,12,0.6,2145,2145,0,0,0,0
-3,12,0.6,4085.5,4085.5,0,2,0,0
-3,12,0.6,3258,3258,0,2,0,0
-3,12,0.6,2626,2626,0,2,0,0
-3,12,0.6,3299.5,3299.5,0,1,0,0
-3,12,0.6,2139,2139,0,1,0,0
-3,12,0.6,3027,3027,0,3,0,0
-3,12,0.6,2707.5,2707.5,0,1,0,0
-3,12,0.6,2940.5,2940.5,0,2,0,0
-3,12,0.7,2548.5,2548.5,0,4,0,0
-3,12,0.7,3763.5,3763.5,0,1,0,0
-3,12,0.7,4553,4553,0,1,0,0
-3,12,0.7,2779.5,2779.5,0,1,0,0
-3,12,0.7,3361,3361,0,1,0,0
-3,12,0.7,2251.5,2251.5,0,0,0,0
-3,12,0.7,2830.5,2830.5,0,2,0,0
-3,12,0.7,4016.5,4016.5,0,1,0,0
-3,12,0.7,3689,3689,0,3,0,0
-3,12,0.7,2547.5,2547.5,0,1,0,0
-3,12,0.8,2704,2704,0,1,0,0
-3,12,0.8,3786,3786,0,1,0,0
-3,12,0.8,3926,3926,0,1,0,0
-3,12,0.8,3321,3321,0,3,0,0
-3,12,0.8,3462.5,3462.5,0,4,0,0
-3,12,0.8,2839,2839,0,2,0,0
-3,12,0.8,3994,3994,0,1,0,0
-3,12,0.8,3633.5,3633.5,0,1,0,0
-3,12,0.8,4418.5,4418.5,0,3,0,0
-3,12,0.8,2429,2429,0,1,0,0
-3,12,0.9,3525.5,3525.5,0,0,0,0
-3,12,0.9,3461,3461,0,1,0,0
-3,12,0.9,3092,3092,0,1,0,0
-3,12,0.9,3267,3267,0,1,0,0
-3,12,0.9,2938.5,2938.5,0,2,0,0
-3,12,0.9,3174,3174,0,0,0,0
-3,12,0.9,3225.5,3225.5,0,4,0,0
-3,12,0.9,3191,3191,0,4,0,0
-3,12,0.9,3710,3710,0,3,0,0
-3,12,0.9,3056,3056,0,1,0,0
-3,12,1,2878.5,2878.5,0,2,0,0
-3,12,1,2949,2949,0,1,0,0
-3,12,1,2964,2964,0,2,0,0
-3,12,1,3031,3031,0,3,0,0
-3,12,1,3693.5,3693.5,0,1,0,0
-3,12,1,3136,3136,0,1,0,0
-3,12,1,3115,3115,0,0,0,0
-3,12,1,2387,2387,0,1,0,0
-3,12,1,2787,2787,0,1,0,0
-3,12,1,2287,2287,0,2,0,0
-3,15,0,3454,3454,0,3,0,0
-3,15,0,4330.5,4330.5,0,1,0,0
-3,15,0,3764,3764,0,3,0,0
-3,15,0,2827,2827,0,2,0,0
-3,15,0,3794,3794,0,2,0,0
-3,15,0,3265.5,3265.5,0,4,0,0
-3,15,0,4749,4749,0,3,0,0
-3,15,0,4418.5,4418.5,0,2,0,0
-3,15,0,3706,3706,0,4,0,0
-3,15,0,4414.5,4414.5,0,2,0,0
-3,15,0.1,4410.5,4410.5,0,2,0,0
-3,15,0.1,4885.5,4885.5,0,4,0,0
-3,15,0.1,3540.5,3540.5,0,2,0,0
-3,15,0.1,5622,5622,0,4,0,0
-3,15,0.1,3389,3389,0,2,0,0
-3,15,0.1,6774.5,6774.5,0,1,0,0
-3,15,0.1,5307,5307,0,4,0,0
-3,15,0.1,4832.5,4832.5,0,1,0,0
-3,15,0.1,4639,4639,0,3,0,0
-3,15,0.1,3536,3536,0,4,0,0
-3,15,0.2,4125.5,4125.5,0,3,0,0
-3,15,0.2,5194,5194,0,2,0,0
-3,15,0.2,3350,3350,0,3,0,0
-3,15,0.2,3850.5,3850.5,0,3,0,0
-3,15,0.2,4149.5,4149.5,0,1,0,0
-3,15,0.2,1711.5,1711.5,0,2,0,0
-3,15,0.2,4039,4039,0,3,0,0
-3,15,0.2,3545.5,3545.5,0,2,0,0
-3,15,0.2,3194,3194,0,2,0,0
-3,15,0.2,4659.5,4659.5,0,6,0,0
-3,15,0.3,3299.5,3299.5,0,3,0,0
-3,15,0.3,4796,4796,0,4,0,0
-3,15,0.3,3468,3468,0,2,0,0
-3,15,0.3,3157,3157,0,2,0,0
-3,15,0.3,3213,3213,0,2,0,0
-3,15,0.3,3374.5,3374.5,0,2,0,0
-3,15,0.3,3274,3274,0,3,0,0
-3,15,0.3,3161,3161,0,2,0,0
-3,15,0.3,3944.5,3944.5,0,4,0,0
-3,15,0.3,6654.5,6654.5,0,3,0,0
-3,15,0.4,4916.5,4916.5,0,3,0,0
-3,15,0.4,4303.5,4303.5,0,3,0,0
-3,15,0.4,4733,4733,0,3,0,0
-3,15,0.4,4968,4968,0,3,0,0
-3,15,0.4,3951,3951,0,3,0,0
-3,15,0.4,4377.5,4377.5,0,3,0,0
-3,15,0.4,3544,3544,0,3,0,0
-3,15,0.4,3951,3951,0,4,0,0
-3,15,0.4,2278,2278,0,2,0,0
-3,15,0.4,4247,4247,0,2,0,0
-3,15,0.5,4844,4844,0,4,0,0
-3,15,0.5,3961,3961,0,2,0,0
-3,15,0.5,4582,4582,0,3,0,0
-3,15,0.5,3615,3615,0,4,0,0
-3,15,0.5,3264,3264,0,3,0,0
-3,15,0.5,4802.5,4802.5,0,2,0,0
-3,15,0.5,4382,4382,0,2,0,0
-3,15,0.5,3912.5,3912.5,0,2,0,0
-3,15,0.5,3986,3986,0,2,0,0
-3,15,0.5,4266.5,4266.5,0,3,0,0
-3,15,0.6,4397,4397,0,2,0,0
-3,15,0.6,4099,4099,0,5,0,0
-3,15,0.6,3822.5,3822.5,0,2,0,0
-3,15,0.6,4282,4282,0,4,0,0
-3,15,0.6,4432,4432,0,3,0,0
-3,15,0.6,3237,3237,0,3,0,0
-3,15,0.6,4608.5,4608.5,0,3,0,0
-3,15,0.6,3151,3151,0,2,0,0
-3,15,0.6,3606,3606,0,6,0,0
-3,15,0.6,4064.5,4064.5,0,2,0,0
-3,15,0.7,2899,2899,0,2,0,0
-3,15,0.7,3906,3906,0,1,0,0
-3,15,0.7,4394,4394,0,2,0,0
-3,15,0.7,3789,3789,0,2,0,0
-3,15,0.7,4866,4866,0,3,0,0
-3,15,0.7,3540.5,3540.5,0,2,0,0
-3,15,0.7,5687.5,5687.5,0,4,0,0
-3,15,0.7,5404,5404,0,3,0,0
-3,15,0.7,4733,4733,0,3,0,0
-3,15,0.7,4894,4894,0,1,0,0
-3,15,0.8,4952.5,4952.5,0,3,0,0
-3,15,0.8,2946,2946,0,3,0,0
-3,15,0.8,4405,4405,0,2,0,0
-3,15,0.8,2978.5,2978.5,0,2,0,0
-3,15,0.8,3388.5,3388.5,0,4,0,0
-3,15,0.8,4406.5,4406.5,0,2,0,0
-3,15,0.8,3168,3168,0,2,0,0
-3,15,0.8,2531.5,2531.5,0,2,0,0
-3,15,0.8,4143,4143,0,3,0,0
-3,15,0.8,3558.5,3558.5,0,3,0,0
-3,15,0.9,2932,2932,0,1,0,0
-3,15,0.9,3751.5,3751.5,0,1,0,0
-3,15,0.9,3703,3703,0,4,0,0
-3,15,0.9,3598.5,3598.5,0,6,0,0
-3,15,0.9,5226,5226,0,2,0,0
-3,15,0.9,3518,3518,0,3,0,0
-3,15,0.9,3669,3669,0,2,0,0
-3,15,0.9,3310,3310,0,3,0,0
-3,15,0.9,4414.5,4414.5,0,4,0,0
-3,15,0.9,4685,4685,0,5,0,0
-3,15,1,3341.5,3341.5,0,2,0,0
-3,15,1,5101,5101,0,2,0,0
-3,15,1,4652,4652,0,5,0,0
-3,15,1,3917,3917,0,3,0,0
-3,15,1,4217.5,4217.5,0,4,0,0
-3,15,1,4838.5,4838.5,0,4,0,0
-3,15,1,4632,4632,0,5,0,0
-3,15,1,4047,4047,0,3,0,0
-3,15,1,3882.5,3882.5,0,2,0,0
-3,15,1,3650,3650,0,4,0,0
-3,18,0,8933.5,8933.5,0,7,0,0
-3,18,0,7076,7076,0,6,0,0
-3,18,0,4054.5,4054.5,0,5,0,0
-3,18,0,6771,6771,0,6,0,0
-3,18,0,4894.5,4894.5,0,6,0,0
-3,18,0,3895.5,3895.5,0,6,0,0
-3,18,0,3601,3601,0,4,0,0
-3,18,0,5783,5783,0,5,0,0
-3,18,0,6955,6955,0,5,0,0
-3,18,0,5417.5,5417.5,0,6,0,0
-3,18,0.1,4674.5,4674.5,0,5,0,0
-3,18,0.1,5734,5734,0,3,0,0
-3,18,0.1,6756,6756,0,6,0,0
-3,18,0.1,6095.5,6095.5,0,4,0,0
-3,18,0.1,5117.5,5117.5,0,4,0,0
-3,18,0.1,6624.5,6624.5,0,4,0,0
-3,18,0.1,8429,8429,0,6,0,0
-3,18,0.1,6035,6035,0,6,0,0
-3,18,0.1,4706.5,4706.5,0,5,0,0
-3,18,0.1,4929.5,4929.5,0,6,0,0
-3,18,0.2,5877.5,5877.5,0,5,0,0
-3,18,0.2,6972.5,6972.5,0,6,0,0
-3,18,0.2,3867.5,3867.5,0,4,0,0
-3,18,0.2,4780,4780,0,6,0,0
-3,18,0.2,6145,6145,0,5,0,0
-3,18,0.2,4109,4109,0,4,0,0
-3,18,0.2,5703.5,5703.5,0,4,0,0
-3,18,0.2,5480.5,5480.5,0,6,0,0
-3,18,0.2,4140,4140,0,5,0,0
-3,18,0.2,7732.5,7732.5,0,4,0,0
-3,18,0.3,5220,5220,0,4,0,0
-3,18,0.3,5198,5198,0,5,0,0
-3,18,0.3,4677.5,4677.5,0,4,0,0
-3,18,0.3,4539.5,4539.5,0,3,0,0
-3,18,0.3,5453.5,5453.5,0,7,0,0
-3,18,0.3,5613,5613,0,4,0,0
-3,18,0.3,4082.5,4082.5,0,5,0,0
-3,18,0.3,4220,4220,0,5,0,0
-3,18,0.3,4998.5,4998.5,0,7,0,0
-3,18,0.3,3929.5,3929.5,0,3,0,0
-3,18,0.4,7411,7411,0,6,0,0
-3,18,0.4,5509,5509,0,5,0,0
-3,18,0.4,6404,6404,0,4,0,0
-3,18,0.4,5987.5,5987.5,0,4,0,0
-3,18,0.4,6437,6437,0,5,0,0
-3,18,0.4,5369,5369,0,8,0,0
-3,18,0.4,7019,7019,0,5,0,0
-3,18,0.4,4383.5,4383.5,0,4,0,0
-3,18,0.4,5321,5321,0,6,0,0
-3,18,0.4,4442,4442,0,5,0,0
-3,18,0.5,5706,5706,0,4,0,0
-3,18,0.5,6706,6706,0,3,0,0
-3,18,0.5,4220,4220,0,4,0,0
-3,18,0.5,6703,6703,0,7,0,0
-3,18,0.5,6034.5,6034.5,0,4,0,0
-3,18,0.5,4302,4302,0,4,0,0
-3,18,0.5,5323.5,5323.5,0,6,0,0
-3,18,0.5,4856,4856,0,5,0,0
