MCS,Adhesion Energy,Migration Coefficient,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
200,-5.0,0.0,0.0,1984.0,1984.0,0,0,0,0
200,-5.0,0.0,0.0,1962.0,1962.0,0,0,0,0
200,-5.0,0.0,0.0,2077.0,2077.0,0,0,0,0
200,-5.0,0.0,0.0,1499.0,1499.0,0,0,0,0
200,-5.0,0.0,0.0,1587.0,1587.0,0,0,0,0
200,-5.0,0.0,0.0,1920.5,1920.5,0,0,0,0
200,-5.0,0.0,0.0,1953.0,1953.0,0,0,0,0
200,-5.0,0.0,0.0,2880.0,2880.0,0,0,0,0
200,-5.0,0.0,0.0,1490.0,1490.0,0,0,0,0
200,-5.0,0.0,0.0,1850.0,1850.0,0,0,0,0
200,-5.0,0.0,0.1,2003.0,2003.0,0,0,0,0
200,-5.0,0.0,0.1,1460.0,1460.0,0,0,0,0
200,-5.0,0.0,0.1,2025.0,2025.0,0,0,0,0
200,-5.0,0.0,0.1,2057.0,2057.0,0,0,0,0
200,-5.0,0.0,0.1,2029.5,2029.5,0,0,0,0
200,-5.0,0.0,0.1,1955.0,1955.0,0,0,0,0
200,-5.0,0.0,0.1,1457.5,1457.5,0,0,0,0
200,-5.0,0.0,0.1,1548.0,1548.0,0,0,0,0
200,-5.0,0.0,0.1,1866.0,1866.0,0,0,0,0
200,-5.0,0.0,0.1,2001.0,2001.0,0,0,0,0
200,-5.0,0.0,0.2,2024.0,2024.0,0,0,0,0
200,-5.0,0.0,0.2,1932.0,1932.0,0,0,0,0
200,-5.0,0.0,0.2,1859.5,1859.5,0,0,0,0
200,-5.0,0.0,0.2,2508.5,2508.5,0,0,0,0
200,-5.0,0.0,0.2,3467.0,3467.0,0,0,0,0
200,-5.0,0.0,0.2,1744.5,1744.5,0,0,0,0
200,-5.0,0.0,0.2,1795.5,1795.5,0,0,0,0
200,-5.0,0.0,0.2,1990.5,1990.5,0,0,0,0
200,-5.0,0.0,0.2,2039.5,2039.5,0,0,0,0
200,-5.0,0.0,0.2,2018.0,2018.0,0,0,0,0
200,-5.0,0.0,0.3,1928.0,1928.0,0,0,0,0
200,-5.0,0.0,0.3,2006.0,2006.0,0,0,0,0
200,-5.0,0.0,0.3,1487.5,1487.5,0,0,0,0
200,-5.0,0.0,0.3,1993.0,1993.0,0,0,0,0
200,-5.0,0.0,0.3,1352.0,1352.0,0,0,0,0
200,-5.0,0.0,0.3,2441.5,2441.5,0,0,0,0
200,-5.0,0.0,0.3,1853.5,1853.5,0,0,0,0
200,-5.0,0.0,0.3,1665.0,1665.0,0,0,0,0
200,-5.0,0.0,0.3,1551.0,1551.0,0,0,0,0
200,-5.0,0.0,0.3,1584.5,1584.5,0,0,0,0
200,-5.0,0.0,0.4,1543.0,1543.0,0,0,0,0
200,-5.0,0.0,0.4,1421.0,1421.0,0,0,0,0
200,-5.0,0.0,0.4,1656.0,1656.0,0,0,0,0
200,-5.0,0.0,0.4,1529.0,1529.0,0,0,0,0
