MCS,Adhesion Energy,Migration Coefficient,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
600,-5.0,0.0,0.0,2025.5,2025.5,0,0,0,0
600,-5.0,0.0,0.0,2017.0,2017.0,0,0,0,0
600,-5.0,0.0,0.0,2427.0,2427.0,0,0,0,0
600,-5.0,0.0,0.0,3097.0,3097.0,0,0,0,0
600,-5.0,0.0,0.0,2582.0,2582.0,0,0,0,0
600,-5.0,0.0,0.0,2602.5,2602.5,0,0,0,0
600,-5.0,0.0,0.0,2216.0,2216.0,0,0,0,0
600,-5.0,0.0,0.0,2801.0,2801.0,0,0,0,0
600,-5.0,0.0,0.0,2064.5,2064.5,0,0,0,0
600,-5.0,0.0,0.0,3119.5,3119.5,0,0,0,0
600,-5.0,0.0,0.1,2504.0,2504.0,0,0,0,0
600,-5.0,0.0,0.1,2102.5,2102.5,0,0,0,0
600,-5.0,0.0,0.1,1625.0,1625.0,0,0,0,0
600,-5.0,0.0,0.1,2119.0,2119.0,0,0,0,0
600,-5.0,0.0,0.1,1464.0,1464.0,0,0,0,0
600,-5.0,0.0,0.1,4035.0,4035.0,0,0,0,0
600,-5.0,0.0,0.1,2980.0,2980.0,0,1,0,0
600,-5.0,0.0,0.1,1936.5,1936.5,0,0,0,0
600,-5.0,0.0,0.1,2005.5,2005.5,0,0,0,0
600,-5.0,0.0,0.1,2122.0,2122.0,0,0,0,0
600,-5.0,0.0,0.2,2958.5,2958.5,0,0,0,0
600,-5.0,0.0,0.2,3024.5,3024.5,0,0,0,0
600,-5.0,0.0,0.2,3382.0,3382.0,0,1,0,0
600,-5.0,0.0,0.2,2586.0,2586.0,0,0,0,0
600,-5.0,0.0,0.2,2601.0,2601.0,0,0,0,0
600,-5.0,0.0,0.2,2696.5,2696.5,0,0,0,0
600,-5.0,0.0,0.2,1978.0,1978.0,0,0,0,0
600,-5.0,0.0,0.2,3128.5,3128.5,0,1,0,0
600,-5.0,0.0,0.2,2861.0,2861.0,0,0,0,0
600,-5.0,0.0,0.2,1948.0,1948.0,0,0,0,0
600,-5.0,0.0,0.3,2201.0,2201.0,0,0,0,0
600,-5.0,0.0,0.3,2095.0,2095.0,0,0,0,0
600,-5.0,0.0,0.3,1814.0,1814.0,0,0,0,0
600,-5.0,0.0,0.3,2637.5,2637.5,0,0,0,0
600,-5.0,0.0,0.3,2574.0,2574.0,0,0,0,0
600,-5.0,0.0,0.3,1568.0,1568.0,0,0,0,0
600,-5.0,0.0,0.3,2246.5,2246.5,0,0,0,0
600,-5.0,0.0,0.3,3099.0,3099.0,0,0,0,0
600,-5.0,0.0,0.3,2503.0,2503.0,0,0,0,0
600,-5.0,0.0,0.3,2676.0,2676.0,0,0,0,0
600,-5.0,0.0,0.4,2221.5,2221.5,0,0,0,0
600,-5.0,0.0,0.4,2730.0,2730.0,0,0,0,0
600,-5.0,0.0,0.4,2077.5,2077.5,0,1,0,0
600,-5.0,0.0,0.4,2243.0,2243.0,0,0,0,0
600,-5.0,0.0,0.4,2112.5,2112.5,0,0,0,0
600,-5.0,0.0,0.4,2075.0,2075.0,0,0,0,0
600,-5.0,0.0,0.4,2898.0,2898.0,0,0,0,0
600,-5.0,0.0,0.4,2159.0,2159.0,0,0,0,0
600,-5.0,0.0,0.4,4693.0,4693.0,0,0,0,0
600,-5.0,0.0,0.4,3205.0,3205.0,0,0,0,0
600,-5.0,0.0,0.5,2110.0,2110.0,0,0,0,0
600,-5.0,0.0,0.5,2141.0,2141.0,0,0,0,0
600,-5.0,0.0,0.5,2745.5,2745.5,0,0,0,0
600,-5.0,0.0,0.5,1715.0,1715.0,0,0,0,0
600,-5.0,0.0,0.5,2343.5,2343.5,0,0,0,0
600,-5.0,0.0,0.5,2082.0,2082.0,0,0,0,0
600,-5.0,0.0,0.5,2178.0,2178.0,0,0,0,0
600,-5.0,0.0,0.5,2624.5,2624.5,0,0,0,0
600,-5.0,0.0,0.5,2982.0,2982.0,0,0,0,0
600,-5.0,0.0,0.6,2467.0,2467.0,0,0,0,0
600,-5.0,0.0,0.6,2193.5,2193.5,0,0,0,0
600,-5.0,0.0,0.6,1943.5,1943.5,0,0,0,0
600,-5.0,0.0,0.6,2019.0,2019.0,0,0,0,0
600,-5.0,0.0,0.6,2254.0,2254.0,0,0,0,0
600,-5.0,0.0,0.6,2652.5,2652.5,0,0,0,0
600,-5.0,0.0,0.6,2070.0,2070.0,0,0,0,0
600,-5.0,0.0,0.6,2129.0,2129.0,0,0,0,0
600,-5.0,0.0,0.6,2371.5,2371.5,0,0,0,0
600,-5.0,0.0,0.6,2073.5,2073.5,0,0,0,0
600,-5.0,0.0,0.7,3020.0,3020.0,0,0,0,0
600,-5.0,0.0,0.7,2995.0,2995.0,0,1,0,0
600,-5.0,0.0,0.7,1833.0,1833.0,0,0,0,0
600,-5.0,0.0,0.7,3000.0,3000.0,0,0,0,0
600,-5.0,0.0,0.7,2905.0,2905.0,0,0,0,0
600,-5.0,0.0,0.7,2570.5,2570.5,0,0,0,0
600,-5.0,0.0,0.7,3310.5,3310.5,0,0,0,0
600,-5.0,0.0,0.7,3185.0,3185.0,0,1,0,0
600,-5.0,0.0,0.7,2129.0,2129.0,0,0,0,0
600,-5.0,0.0,0.7,1729.0,1729.0,0,0,0,0
600,-5.0,0.0,0.8,1941.5,1941.5,0,0,0,0
600,-5.0,0.0,0.8,2109.0,2109.0,0,0,0,0
600,-5.0,0.0,0.8,2165.0,2165.0,0,0,0,0
600,-5.0,0.0,0.8,2700.5,2700.5,0,0,0,0
600,-5.0,0.0,0.8,2143.0,2143.0,0,0,0,0
600,-5.0,0.0,0.8,2241.0,2241.0,0,0,0,0
600,-5.0,0.0,0.8,3227.0,3227.0,0,0,0,0
600,-5.0,0.0,0.8,2312.5,2312.5,0,0,0,0
600,-5.0,0.0,0.8,2403.5,2403.5,0,1,0,0
600,-5.0,0.0,0.8,1858.5,1858.5,0,0,0,0
600,-5.0,0.0,0.9,2419.0,2419.0,0,0,0,0
600,-5.0,0.0,0.9,2422.0,2422.0,0,0,0,0
600,-5.0,0.0,0.9,2080.0,2080.0,0,0,0,0
600,-5.0,0.0,0.9,2991.5,2991.5,0,0,0,0
600,-5.0,0.0,0.9,1775.0,1775.0,0,0,0,0
600,-5.0,0.0,0.9,2749.0,2749.0,0,0,0,0
600,-5.0,0.0,0.9,2200.5,2200.5,0,0,0,0
600,-5.0,0.0,0.9,1426.0,1426.0,0,0,0,0
600,-5.0,0.0,0.9,1647.0,1647.0,0,0,0,0
600,-5.0,0.0,0.9,2511.5,2511.5,0,0,0,0
600,-5.0,0.0,1.0,2539.5,2539.5,0,0,0,0
600,-5.0,0.0,1.0,2433.5,2433.5,0,0,0,0
600,-5.0,0.0,1.0,2205.5,2205.5,0,0,0,0
600,-5.0,0.0,1.0,2493.5,2493.5,0,0,0,0
600,-5.0,0.0,1.0,1968.0,1968.0,0,0,0,0
600,-5.0,0.0,1.0,1998.0,1998.0,0,0,0,0
600,-5.0,0.0,1.0,2024.0,2024.0,0,0,0,0
600,-5.0,0.0,1.0,1726.0,1726.0,0,0,0,0
600,-5.0,0.0,1.0,2491.5,2491.5,0,0,0,0
