MCS,Adhesion Energy,Migration Coefficient,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
400,-5.0,0.0,0.0,2018.0,2018.0,0,1,0,0
400,-5.0,0.0,0.0,2531.5,2531.5,0,0,0,0
400,-5.0,0.0,0.0,1987.5,1987.5,0,0,0,0
400,-5.0,0.0,0.0,3576.0,3576.0,0,0,0,0
400,-5.0,0.0,0.0,2027.0,2027.0,0,0,0,0
400,-5.0,0.0,0.0,3038.0,3038.0,0,0,0,0
400,-5.0,0.0,0.0,2532.5,2532.5,0,0,0,0
400,-5.0,0.0,0.0,2607.0,2607.0,0,0,0,0
400,-5.0,0.0,0.0,2500.0,2500.0,0,0,0,0
400,-5.0,0.0,0.0,2002.0,2002.0,0,0,0,0
400,-5.0,0.0,0.1,2533.5,2533.5,0,0,0,0
400,-5.0,0.0,0.1,2032.0,2032.0,0,0,0,0
400,-5.0,0.0,0.1,2132.0,2132.0,0,0,0,0
400,-5.0,0.0,0.1,3065.5,3065.5,0,0,0,0
400,-5.0,0.0,0.1,3014.0,3014.0,0,0,0,0
400,-5.0,0.0,0.1,2982.0,2982.0,0,0,0,0
400,-5.0,0.0,0.1,1945.5,1945.5,0,0,0,0
400,-5.0,0.0,0.1,3583.5,3583.5,0,0,0,0
400,-5.0,0.0,0.1,2479.5,2479.5,0,0,0,0
400,-5.0,0.0,0.1,3005.0,3005.0,0,0,0,0
400,-5.0,0.0,0.2,2453.0,2453.0,0,0,0,0
400,-5.0,0.0,0.2,3500.0,3500.0,0,0,0,0
400,-5.0,0.0,0.2,2500.5,2500.5,0,0,0,0
400,-5.0,0.0,0.2,1596.0,1596.0,0,0,0,0
400,-5.0,0.0,0.2,1610.5,1610.5,0,0,0,0
400,-5.0,0.0,0.2,1749.0,1749.0,0,0,0,0
400,-5.0,0.0,0.2,1976.0,1976.0,0,0,0,0
400,-5.0,0.0,0.2,2034.0,2034.0,0,0,0,0
400,-5.0,0.0,0.2,2514.0,2514.0,0,0,0,0
400,-5.0,0.0,0.2,3045.5,3045.5,0,0,0,0
400,-5.0,0.0,0.3,4061.5,4061.5,0,0,0,0
400,-5.0,0.0,0.3,2456.0,2456.0,0,0,0,0
400,-5.0,0.0,0.3,2361.0,2361.0,0,0,0,0
400,-5.0,0.0,0.3,2107.0,2107.0,0,0,0,0
400,-5.0,0.0,0.3,1979.0,1979.0,0,0,0,0
400,-5.0,0.0,0.3,2570.0,2570.0,0,0,0,0
400,-5.0,0.0,0.3,2372.5,2372.5,0,0,0,0
400,-5.0,0.0,0.3,2080.0,2080.0,0,0,0,0
400,-5.0,0.0,0.3,2043.0,2043.0,0,0,0,0
400,-5.0,0.0,0.3,2613.0,2613.0,0,0,0,0
400,-5.0,0.0,0.4,2298.5,2298.5,0,0,0,0
400,-5.0,0.0,0.4,2867.5,2867.5,0,0,0,0
400,-5.0,0.0,0.4,2595.0,2595.0,0,0,0,0
400,-5.0,0.0,0.4,2118.5,2118.5,0,0,0,0
400,-5.0,0.0,0.4,1649.0,1649.0,0,0,0,0
400,-5.0,0.0,0.4,2596.0,2596.0,0,0,0,0
400,-5.0,0.0,0.4,2372.5,2372.5,0,0,0,0
400,-5.0,0.0,0.4,3091.5,3091.5,0,0,0,0
400,-5.0,0.0,0.4,2567.5,2567.5,0,0,0,0
400,-5.0,0.0,0.4,1601.0,1601.0,0,0,0,0
400,-5.0,0.0,0.5,2495.0,2495.0,0,0,0,0
