MCS,Adhesion Energy,Migration Coefficient,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
100,-5.0,0.0,0.0,1300.0,1300.0,0,0,0,0
100,-5.0,0.0,0.0,1308.0,1308.0,0,0,0,0
100,-5.0,0.0,0.0,1443.0,1443.0,0,0,0,0
100,-5.0,0.0,0.0,1318.0,1318.0,0,0,0,0
100,-5.0,0.0,0.0,1464.0,1464.0,0,0,0,0
100,-5.0,0.0,0.0,1214.5,1214.5,0,0,0,0
100,-5.0,0.0,0.0,1183.0,1183.0,0,0,0,0
100,-5.0,0.0,0.0,1752.0,1752.0,0,0,0,0
100,-5.0,0.0,0.0,1277.5,1277.5,0,0,0,0
100,-5.0,0.0,0.0,1228.0,1228.0,0,0,0,0
100,-5.0,0.0,0.1,1359.0,1359.0,0,0,0,0
100,-5.0,0.0,0.1,1183.0,1183.0,0,0,0,0
100,-5.0,0.0,0.1,1365.0,1365.0,0,0,0,0
100,-5.0,0.0,0.1,1337.0,1337.0,0,0,0,0
100,-5.0,0.0,0.1,1772.0,1772.0,0,0,0,0
100,-5.0,0.0,0.1,1272.0,1272.0,0,0,0,0
100,-5.0,0.0,0.1,1371.5,1371.5,0,0,0,0
100,-5.0,0.0,0.1,1247.0,1247.0,0,0,0,0
100,-5.0,0.0,0.1,1758.5,1758.5,0,0,0,0
100,-5.0,0.0,0.1,1860.0,1860.0,0,0,0,0
100,-5.0,0.0,0.2,1371.0,1371.0,0,0,0,0
100,-5.0,0.0,0.2,1314.5,1314.5,0,0,0,0
100,-5.0,0.0,0.2,1200.0,1200.0,0,0,0,0
100,-5.0,0.0,0.2,1325.0,1325.0,0,0,0,0
100,-5.0,0.0,0.2,2299.0,2299.0,0,0,0,0
100,-5.0,0.0,0.2,1213.0,1213.0,0,0,0,0
100,-5.0,0.0,0.2,1708.0,1708.0,0,0,0,0
100,-5.0,0.0,0.2,1268.5,1268.5,0,0,0,0
100,-5.0,0.0,0.2,1799.5,1799.5,0,0,0,0
100,-5.0,0.0,0.2,1929.5,1929.5,0,0,0,0
100,-5.0,0.0,0.3,1227.0,1227.0,0,0,0,0
100,-5.0,0.0,0.3,1324.0,1324.0,0,0,0,0
100,-5.0,0.0,0.3,1329.0,1329.0,0,0,0,0
100,-5.0,0.0,0.3,1273.0,1273.0,0,0,0,0
100,-5.0,0.0,0.3,1666.0,1666.0,0,0,0,0
100,-5.0,0.0,0.3,1307.0,1307.0,0,0,0,0
100,-5.0,0.0,0.3,1165.0,1165.0,0,0,0,0
100,-5.0,0.0,0.3,1953.5,1953.5,0,0,0,0
100,-5.0,0.0,0.3,1341.0,1341.0,0,0,0,0
100,-5.0,0.0,0.3,1849.0,1849.0,0,0,0,0
100,-5.0,0.0,0.4,1349.5,1349.5,0,0,0,0
100,-5.0,0.0,0.4,1270.0,1270.0,0,0,0,0
100,-5.0,0.0,0.4,1356.0,1356.0,0,0,0,0
100,-5.0,0.0,0.4,1335.0,1335.0,0,0,0,0
100,-5.0,0.0,0.4,1344.5,1344.5,0,0,0,0
100,-5.0,0.0,0.4,1275.0,1275.0,0,0,0,0
100,-5.0,0.0,0.4,1386.0,1386.0,0,0,0,0
100,-5.0,0.0,0.4,1275.0,1275.0,0,0,0,0
100,-5.0,0.0,0.4,1299.0,1299.0,0,0,0,0
100,-5.0,0.0,0.4,1426.0,1426.0,0,0,0,0
100,-5.0,0.0,0.5,1667.0,1667.0,0,0,0,0
100,-5.0,0.0,0.5,1735.0,1735.0,0,0,0,0
100,-5.0,0.0,0.5,1355.0,1355.0,0,0,0,0
100,-5.0,0.0,0.5,1330.0,1330.0,0,0,0,0
100,-5.0,0.0,0.5,1693.0,1693.0,0,0,0,0
100,-5.0,0.0,0.5,1744.5,1744.5,0,0,0,0
100,-5.0,0.0,0.5,1475.0,1475.0,0,0,0,0
100,-5.0,0.0,0.5,1733.0,1733.0,0,0,0,0
100,-5.0,0.0,0.5,1176.0,1176.0,0,0,0,0
100,-5.0,0.0,0.5,1787.0,1787.0,0,0,0,0
100,-5.0,0.0,0.6,1811.0,1811.0,0,0,0,0
100,-5.0,0.0,0.6,1416.0,1416.0,0,0,0,0
100,-5.0,0.0,0.6,1774.5,1774.5,0,0,0,0
100,-5.0,0.0,0.6,1295.0,1295.0,0,0,0,0
100,-5.0,0.0,0.6,1279.0,1279.0,0,0,0,0
100,-5.0,0.0,0.6,1262.5,1262.5,0,0,0,0
100,-5.0,0.0,0.6,1150.0,1150.0,0,0,0,0
100,-5.0,0.0,0.6,1382.0,1382.0,0,0,0,0
100,-5.0,0.0,0.6,1356.0,1356.0,0,0,0,0
100,-5.0,0.0,0.6,1224.0,1224.0,0,0,0,0
100,-5.0,0.0,0.7,1320.0,1320.0,0,0,0,0
