MCS,Leader Cells,Follower Cells,Total
0,1978,7973,9951
100,1930,7973,9903
200,1930,7973,9903
300,1930,7973,9903
400,1930,7973,9903
500,1930,7973,9903
600,1930,7973,9903
700,1930,7973,9903
