Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
-5.0,0.0,0.0,2325,2325,0,0,0,0
-5.0,0.0,0.1,2491,2491,0,0,0,0
-5.0,0.0,0.2,2484,2484,0,0,0,0
-5.0,0.0,0.3,2686,2686,0,0,0,0
-5.0,0.0,0.4,2592,2592,0,0,0,0
-5.0,0.0,0.5,2120,2120,0,0,0,0
-5.0,0.0,0.6,2493,2493,0,0,0,0
-5.0,0.0,0.7,2384,2384,0,0,0,0
-5.0,0.0,0.8,2371,2371,0,0,0,0
-5.0,0.0,0.9,2398,2398,0,0,0,0
-5.0,0.0,1.0,2372,2372,0,0,0,0
-5.0,3.0,0.0,2264,2264,0,0,0,0
-5.0,3.0,0.1,2233,2233,0,0,0,0
-5.0,3.0,0.2,2658,2658,0,0,0,0
-5.0,3.0,0.3,2564,2564,0,0,0,0
-5.0,3.0,0.4,2352,2352,0,0,0,0
-5.0,3.0,0.5,2312,2312,0,0,0,0
-5.0,3.0,0.6,2463,2463,0,0,0,0
-5.0,3.0,0.7,2401,2401,0,0,0,0
-5.0,3.0,0.8,2367,2367,0,0,0,0
-5.0,3.0,0.9,2403,2403,0,0,0,0
-5.0,3.0,1.0,2056,2056,0,0,0,0
-5.0,6.0,0.0,2524,2524,0,0,0,0
-5.0,6.0,0.1,2472,2472,0,0,0,0
-5.0,6.0,0.2,2364,2364,0,0,0,0
-5.0,6.0,0.3,2419,2419,0,0,0,0
-5.0,6.0,0.4,2488,2488,0,0,0,0
-5.0,6.0,0.5,2524,2524,0,0,0,0
-5.0,6.0,0.6,2452,2452,0,0,0,0
-5.0,6.0,0.7,2597,2597,0,0,0,0
-5.0,6.0,0.8,2671,2671,0,0,0,0
-5.0,6.0,0.9,2341,2341,0,0,0,0
-5.0,6.0,1.0,2423,2423,0,0,0,0
-5.0,9.0,0.0,2749,2749,0,0,0,0
-5.0,9.0,0.1,2479,2479,0,0,0,0
-5.0,9.0,0.2,2520,2520,0,0,0,0
-5.0,9.0,0.3,2630,2630,0,0,0,0
-5.0,9.0,0.4,2317,2317,0,0,0,0
-5.0,9.0,0.5,2480,2480,0,0,0,0
-5.0,9.0,0.6,2697,2697,0,0,0,0
-5.0,9.0,0.7,2424,2424,0,0,0,0
-5.0,9.0,0.8,2364,2364,0,0,0,0
-5.0,9.0,0.9,2486,2486,0,0,0,0
-5.0,9.0,1.0,2320,2320,0,0,0,0
-5.0,12.0,0.0,2566,2566,0,0,0,0
-5.0,12.0,0.1,2800,2800,0,0,0,0
-5.0,12.0,0.2,2875,2875,0,0,0,0
-5.0,12.0,0.3,2808,2808,0,0,0,0
-5.0,12.0,0.4,2571,2571,0,0,0,0
-5.0,12.0,0.5,2762,2762,0,0,0,0
-5.0,12.0,0.6,2616,2616,0,0,0,0
-5.0,12.0,0.7,2913,2913,0,1,0,0
-5.0,12.0,0.8,2252,2252,0,0,0,0
-5.0,12.0,0.9,2356,2356,0,0,0,0
-5.0,12.0,1.0,2419,2419,0,0,0,0
-5.0,15.0,0.0,2587,2587,0,0,0,0
-5.0,15.0,0.1,2740,2740,0,1,0,0
-5.0,15.0,0.2,2758,2758,0,1,0,0
-5.0,15.0,0.3,2690,2690,0,0,0,0
-5.0,15.0,0.4,2407,2407,0,1,0,0
-5.0,15.0,0.5,2902,2902,0,1,0,0
-5.0,15.0,0.6,2678,2678,0,1,0,0
-5.0,15.0,0.7,2815,2815,0,1,0,0
-5.0,15.0,0.8,2869,2869,0,1,0,0
-5.0,15.0,0.9,2855,2855,0,1,0,0
-5.0,15.0,1.0,2876,2876,0,1,0,0
-5.0,18.0,0.0,2877,2877,0,2,0,0
-5.0,18.0,0.1,3300,3300,0,2,0,0
-5.0,18.0,0.2,2993,2993,0,2,0,0
-5.0,18.0,0.3,3126,3126,0,2,0,0
-5.0,18.0,0.4,2862,2862,0,2,0,0
-5.0,18.0,0.5,2887,2887,0,1,0,0
-5.0,18.0,0.6,2975,2975,0,1,0,0
-5.0,18.0,0.7,3041,3041,0,1,0,0
-5.0,18.0,0.8,3355,3355,0,2,0,0
-5.0,18.0,0.9,3052,3052,0,1,0,0
-5.0,18.0,1.0,2752,2752,0,1,0,0
-5.0,21.0,0.0,3483,3483,0,3,0,0
-5.0,21.0,0.1,3406,3406,0,3,0,0
-5.0,21.0,0.2,3730,3730,0,3,0,0
-5.0,21.0,0.3,3938,3938,0,3,0,0
-5.0,21.0,0.4,3487,3487,0,2,0,0
-5.0,21.0,0.5,3600,3600,0,2,0,0
-5.0,21.0,0.6,3586,3586,0,3,0,0
-5.0,21.0,0.7,3353,3353,0,2,0,0
-5.0,21.0,0.8,3334,3334,0,3,0,0
-5.0,21.0,0.9,3350,3350,0,3,0,0
-5.0,21.0,1.0,3540,3540,0,3,0,0
-5.0,24.0,0.0,4431,4446,0,5,0,0
-5.0,24.0,0.1,4503,4503,0,5,0,0
-5.0,24.0,0.2,4295,4295,0,5,0,0
-5.0,24.0,0.3,4125,4125,0,5,0,0
-5.0,24.0,0.4,4306,4306,0,5,0,0
-5.0,24.0,0.5,4469,4469,0,4,0,0
-5.0,24.0,0.6,4120,4120,0,5,0,0
-5.0,24.0,0.7,4312,4312,0,4,0,0
-5.0,24.0,0.8,4136,4136,0,4,0,0
-5.0,24.0,0.9,4086,4086,0,4,0,0
-5.0,24.0,1.0,4325,4325,0,4,0,0
-5.0,27.0,0.0,5834,5834,0,7,0,0
-5.0,27.0,0.1,5410,5425,0,7,0,0
-5.0,27.0,0.2,5563,5570,0,7,0,0
-5.0,27.0,0.3,5551,5565,0,7,0,0
-5.0,27.0,0.4,4992,4992,0,7,0,0
-5.0,27.0,0.5,5238,5260,0,6,0,0
-5.0,27.0,0.6,4871,4871,0,6,0,0
-5.0,27.0,0.7,4743,4763,0,6,0,0
-5.0,27.0,0.8,5015,5015,0,7,0,0
-5.0,27.0,0.9,5059,5059,0,6,0,0
-5.0,27.0,1.0,4610,4626,0,5,0,0
-5.0,30.0,0.0,6680,6764,0,9,1,0
-5.0,30.0,0.1,6627,6756,1,9,1,0
-5.0,30.0,0.2,6436,6495,0,9,0,0
-5.0,30.0,0.3,5973,6047,0,9,1,0
-5.0,30.0,0.4,5674,5746,0,8,1,0
-5.0,30.0,0.5,6166,6284,0,9,1,0
-5.0,30.0,0.6,5723,5910,1,8,1,0
-5.0,30.0,0.7,6243,6279,0,8,1,0
-5.0,30.0,0.8,6031,6090,0,8,1,0
-5.0,30.0,0.9,5943,5957,0,8,0,0
-5.0,30.0,1.0,5791,5915,1,7,1,0
-4.0,0.0,0.0,2466,2466,0,0,0,0
-4.0,0.0,0.1,2291,2291,0,0,0,0
-4.0,0.0,0.2,2612,2612,0,0,0,0
-4.0,0.0,0.3,2353,2353,0,0,0,0
-4.0,0.0,0.4,2429,2429,0,0,0,0
-4.0,0.0,0.5,2278,2278,0,0,0,0
-4.0,0.0,0.6,2381,2381,0,0,0,0
-4.0,0.0,0.7,2156,2156,0,0,0,0
-4.0,0.0,0.8,2412,2412,0,0,0,0
-4.0,0.0,0.9,2505,2505,0,0,0,0
-4.0,0.0,1.0,2230,2230,0,0,0,0
-4.0,3.0,0.0,2792,2792,0,0,0,0
-4.0,3.0,0.1,2404,2404,0,0,0,0
-4.0,3.0,0.2,2541,2541,0,0,0,0
-4.0,3.0,0.3,2632,2632,0,0,0,0
-4.0,3.0,0.4,2392,2392,0,0,0,0
-4.0,3.0,0.5,2406,2406,0,0,0,0
-4.0,3.0,0.6,2674,2674,0,0,0,0
-4.0,3.0,0.7,2416,2416,0,0,0,0
-4.0,3.0,0.8,2390,2390,0,0,0,0
-4.0,3.0,0.9,2230,2230,0,0,0,0
-4.0,3.0,1.0,2383,2383,0,0,0,0
-4.0,6.0,0.0,2479,2479,0,0,0,0
-4.0,6.0,0.1,2480,2480,0,0,0,0
-4.0,6.0,0.2,2439,2439,0,0,0,0
-4.0,6.0,0.3,2622,2622,0,0,0,0
-4.0,6.0,0.4,2372,2372,0,0,0,0
-4.0,6.0,0.5,2642,2642,0,0,0,0
-4.0,6.0,0.6,2771,2771,0,0,0,0
-4.0,6.0,0.7,2610,2610,0,0,0,0
-4.0,6.0,0.8,2283,2283,0,0,0,0
-4.0,6.0,0.9,2258,2258,0,0,0,0
-4.0,6.0,1.0,2348,2348,0,0,0,0
-4.0,9.0,0.0,2811,2811,0,1,0,0
-4.0,9.0,0.1,2736,2736,0,0,0,0
-4.0,9.0,0.2,2925,2925,0,0,0,0
-4.0,9.0,0.3,2646,2646,0,0,0,0
-4.0,9.0,0.4,2604,2604,0,0,0,0
-4.0,9.0,0.5,2862,2862,0,0,0,0
-4.0,9.0,0.6,2548,2548,0,0,0,0
-4.0,9.0,0.7,2331,2331,0,0,0,0
-4.0,9.0,0.8,2543,2543,0,0,0,0
-4.0,9.0,0.9,2672,2672,0,0,0,0
-4.0,9.0,1.0,2540,2540,0,0,0,0
-4.0,12.0,0.0,2806,2806,0,1,0,0
-4.0,12.0,0.1,2865,2865,0,1,0,0
-4.0,12.0,0.2,2833,2833,0,1,0,0
-4.0,12.0,0.3,2723,2759,0,1,0,0
-4.0,12.0,0.4,2975,2975,0,0,0,0
-4.0,12.0,0.5,2749,2749,0,0,0,0
-4.0,12.0,0.6,2794,2794,0,1,0,0
-4.0,12.0,0.7,2869,2869,0,1,0,0
-4.0,12.0,0.8,2818,2818,0,1,0,0
-4.0,12.0,0.9,2676,2676,0,0,0,0
-4.0,12.0,1.0,2870,2870,0,0,0,0
-4.0,15.0,0.0,3106,3106,0,2,0,0
-4.0,15.0,0.1,3067,3067,0,2,0,0
-4.0,15.0,0.2,3417,3417,0,2,0,0
-4.0,15.0,0.3,3123,3123,0,2,0,0
-4.0,15.0,0.4,3050,3050,0,2,0,0
-4.0,15.0,0.5,3340,3340,0,1,0,0
-4.0,15.0,0.6,3136,3136,0,1,0,0
-4.0,15.0,0.7,3059,3059,0,1,0,0
-4.0,15.0,0.8,3100,3100,0,2,0,0
-4.0,15.0,0.9,3225,3225,0,2,0,0
-4.0,15.0,1.0,3208,3208,0,2,0,0
-4.0,18.0,0.0,4169,4169,0,3,0,0
-4.0,18.0,0.1,3841,3841,0,3,0,0
-4.0,18.0,0.2,4020,4020,0,3,0,0
-4.0,18.0,0.3,3974,3974,0,3,0,0
-4.0,18.0,0.4,3553,3553,0,2,0,0
-4.0,18.0,0.5,4054,4054,0,3,0,0
-4.0,18.0,0.6,3574,3574,0,3,0,0
-4.0,18.0,0.7,3912,3912,0,3,0,0
-4.0,18.0,0.8,3947,3947,0,3,0,0
-4.0,18.0,0.9,3618,3618,0,2,0,0
-4.0,18.0,1.0,3654,3654,0,3,0,0
-4.0,21.0,0.0,5029,5029,0,6,0,0
-4.0,21.0,0.1,4710,4710,0,5,0,0
-4.0,21.0,0.2,4953,4953,0,5,0,0
-4.0,21.0,0.3,4770,4770,0,5,0,0
-4.0,21.0,0.4,4879,4879,0,5,0,0
-4.0,21.0,0.5,4923,4923,0,5,0,0
-4.0,21.0,0.6,5218,5218,0,5,0,0
-4.0,21.0,0.7,4655,4655,0,5,0,0
-4.0,21.0,0.8,4621,4621,0,5,0,0
-4.0,21.0,0.9,4859,4859,0,5,0,0
-4.0,21.0,1.0,4511,4511,0,4,0,0
-4.0,24.0,0.0,6444,6444,0,8,0,0
-4.0,24.0,0.1,7116,7129,0,8,0,0
-4.0,24.0,0.2,6696,6713,0,8,0,0
-4.0,24.0,0.3,6483,6483,0,7,0,0
-4.0,24.0,0.4,6612,6622,0,7,0,0
-4.0,24.0,0.5,6304,6339,0,7,0,0
-4.0,24.0,0.6,6385,6385,0,7,0,0
-4.0,24.0,0.7,5883,5915,0,6,0,0
-4.0,24.0,0.8,5949,5949,0,7,0,0
-4.0,24.0,0.9,5866,5866,0,7,0,0
-4.0,24.0,1.0,5799,5826,0,7,0,0
-4.0,27.0,0.0,8693,8755,0,10,0,0
-4.0,27.0,0.1,8603,8744,1,10,1,0
-4.0,27.0,0.2,8334,8421,1,10,1,0
-4.0,27.0,0.3,8391,8437,0,10,1,0
-4.0,27.0,0.4,7657,7804,1,10,1,0
-4.0,27.0,0.5,8264,8391,1,10,1,0
-4.0,27.0,0.6,7836,7955,1,9,1,0
-4.0,27.0,0.7,7495,7604,1,10,1,0
-4.0,27.0,0.8,6988,7024,0,9,1,0
-4.0,27.0,0.9,7380,7464,0,10,1,0
-4.0,27.0,1.0,7216,7366,1,9,1,0
-4.0,30.0,0.0,11124,11680,3,12,4,1
-4.0,30.0,0.1,11064,11557,2,11,4,0
-4.0,30.0,0.2,10826,11296,2,12,4,1
-4.0,30.0,0.3,10414,10810,2,12,4,0
-4.0,30.0,0.4,10367,10842,2,12,5,1
-4.0,30.0,0.5,8992,9640,3,11,6,1
-4.0,30.0,0.6,9369,9919,2,11,5,1
-4.0,30.0,0.7,9351,9872,3,11,5,1
-4.0,30.0,0.8,8937,9334,2,11,5,1
-4.0,30.0,0.9,8061,8583,3,11,4,0
-4.0,30.0,1.0,8360,8906,2,11,5,1
-3.0,0.0,0.0,2058,2058,0,0,0,0
-3.0,0.0,0.1,2247,2247,0,0,0,0
-3.0,0.0,0.2,2481,2481,0,0,0,0
-3.0,0.0,0.3,2306,2306,0,0,0,0
-3.0,0.0,0.4,2189,2189,0,0,0,0
-3.0,0.0,0.5,2269,2269,0,0,0,0
-3.0,0.0,0.6,2143,2143,0,0,0,0
-3.0,0.0,0.7,2166,2166,0,0,0,0
-3.0,0.0,0.8,2237,2237,0,0,0,0
-3.0,0.0,0.9,2217,2217,0,0,0,0
-3.0,0.0,1.0,2340,2340,0,0,0,0
-3.0,3.0,0.0,2139,2139,0,0,0,0
-3.0,3.0,0.1,2186,2186,0,0,0,0
-3.0,3.0,0.2,2455,2455,0,0,0,0
-3.0,3.0,0.3,2297,2297,0,0,0,0
-3.0,3.0,0.4,2198,2198,0,0,0,0
-3.0,3.0,0.5,2219,2219,0,0,0,0
-3.0,3.0,0.6,2551,2551,0,0,0,0
-3.0,3.0,0.7,2254,2254,0,0,0,0
-3.0,3.0,0.8,2244,2244,0,0,0,0
-3.0,3.0,0.9,2432,2432,0,0,0,0
-3.0,3.0,1.0,2062,2062,0,0,0,0
-3.0,6.0,0.0,2233,2233,0,0,0,0
-3.0,6.0,0.1,2344,2344,0,0,0,0
-3.0,6.0,0.2,2489,2489,0,0,0,0
-3.0,6.0,0.3,2454,2454,0,0,0,0
-3.0,6.0,0.4,2219,2219,0,0,0,0
-3.0,6.0,0.5,2624,2624,0,0,0,0
-3.0,6.0,0.6,2212,2212,0,0,0,0
-3.0,6.0,0.7,2465,2465,0,0,0,0
-3.0,6.0,0.8,2461,2470,0,0,0,0
-3.0,6.0,0.9,2266,2266,0,0,0,0
-3.0,6.0,1.0,2522,2522,0,0,0,0
-3.0,9.0,0.0,2697,2697,0,1,0,0
-3.0,9.0,0.1,2873,2873,0,1,0,0
-3.0,9.0,0.2,2904,2904,0,1,0,0
-3.0,9.0,0.3,2966,2966,0,1,0,0
-3.0,9.0,0.4,3052,3052,0,1,0,0
-3.0,9.0,0.5,2656,2656,0,1,0,0
-3.0,9.0,0.6,2521,2521,0,0,0,0
-3.0,9.0,0.7,2719,2719,0,1,0,0
-3.0,9.0,0.8,2571,2571,0,0,0,0
-3.0,9.0,0.9,2534,2534,0,1,0,0
-3.0,9.0,1.0,2605,2605,0,0,0,0
-3.0,12.0,0.0,2970,2970,0,2,0,0
-3.0,12.0,0.1,3171,3171,0,2,0,0
-3.0,12.0,0.2,3245,3245,0,1,0,0
-3.0,12.0,0.3,3315,3315,0,2,0,0
-3.0,12.0,0.4,3544,3544,0,1,0,0
-3.0,12.0,0.5,3272,3272,0,2,0,0
-3.0,12.0,0.6,2991,2991,0,2,0,0
-3.0,12.0,0.7,3224,3224,0,2,0,0
-3.0,12.0,0.8,3403,3403,0,2,0,0
-3.0,12.0,0.9,3008,3028,0,2,0,0
-3.0,12.0,1.0,3217,3217,0,1,0,0
-3.0,15.0,0.0,4232,4232,0,3,0,0
-3.0,15.0,0.1,4354,4354,0,3,0,0
-3.0,15.0,0.2,4210,4210,0,3,0,0
-3.0,15.0,0.3,4178,4178,0,3,0,0
-3.0,15.0,0.4,3776,3776,0,2,0,0
-3.0,15.0,0.5,3978,3978,0,2,0,0
-3.0,15.0,0.6,4040,4040,0,3,0,0
-3.0,15.0,0.7,3522,3522,0,3,0,0
-3.0,15.0,0.8,3886,3886,0,3,0,0
-3.0,15.0,0.9,4017,4017,0,3,0,0
-3.0,15.0,1.0,3701,3701,0,3,0,0
-3.0,18.0,0.0,4604,4604,0,5,0,0
-3.0,18.0,0.1,6375,6375,0,4,0,0
-3.0,18.0,0.2,5424,5424,0,4,0,0
-3.0,18.0,0.3,5139,5139,0,5,0,0
-3.0,18.0,0.4,4963,4963,0,5,0,0
-3.0,18.0,0.5,5471,5471,0,5,0,0
-3.0,18.0,0.6,5393,5393,0,5,0,0
-3.0,18.0,0.7,5701,5701,0,5,0,0
-3.0,18.0,0.8,5119,5119,0,5,0,0
-3.0,18.0,0.9,5499,5499,0,5,0,0
-3.0,18.0,1.0,5469,5469,0,5,0,0
-3.0,21.0,0.0,8614,8614,0,7,0,0
-3.0,21.0,0.1,8115,8115,0,8,0,0
-3.0,21.0,0.2,7314,7335,0,8,0,0
-3.0,21.0,0.3,7865,7875,0,8,0,0
-3.0,21.0,0.4,7576,7576,0,7,0,0
-3.0,21.0,0.5,7262,7262,0,8,0,0
-3.0,21.0,0.6,7068,7082,0,7,0,0
-3.0,21.0,0.7,6802,6802,0,8,0,0
-3.0,21.0,0.8,6540,6558,0,8,0,0
-3.0,21.0,0.9,6975,6975,0,8,0,0
-3.0,21.0,1.0,6502,6502,0,7,0,0
-3.0,24.0,0.0,10495,10629,1,10,1,0
-3.0,24.0,0.1,10292,10417,1,10,1,0
-3.0,24.0,0.2,10248,10322,1,10,1,0
-3.0,24.0,0.3,9407,9509,1,10,1,0
-3.0,24.0,0.4,9535,9673,1,10,1,0
-3.0,24.0,0.5,9493,9657,1,11,2,0
-3.0,24.0,0.6,8376,8429,1,11,1,0
-3.0,24.0,0.7,9787,9887,1,10,1,0
-3.0,24.0,0.8,9616,9777,1,10,2,0
-3.0,24.0,0.9,8662,8798,1,10,1,0
-3.0,24.0,1.0,8518,8628,1,10,1,0
-3.0,27.0,0.0,13911,14450,4,12,5,0
-3.0,27.0,0.1,12909,13563,4,12,6,1
-3.0,27.0,0.2,12025,12744,4,12,5,0
-3.0,27.0,0.3,13080,13856,4,12,7,1
-3.0,27.0,0.4,12719,13312,4,11,8,1
-3.0,27.0,0.5,11993,12550,3,12,3,0
-3.0,27.0,0.6,11977,12498,3,12,5,0
-3.0,27.0,0.7,10619,11262,3,12,7,1
-3.0,27.0,0.8,10823,11273,2,12,5,1
-3.0,27.0,0.9,11426,11990,3,12,5,1
-3.0,27.0,1.0,11472,12035,3,12,6,1
-3.0,30.0,0.0,16786,18474,10,13,15,1
-3.0,30.0,0.1,16773,18340,10,14,15,1
-3.0,30.0,0.2,15714,17515,11,13,16,1
-3.0,30.0,0.3,14773,16396,9,14,15,1
-3.0,30.0,0.4,14062,15970,11,12,17,2
-3.0,30.0,0.5,14205,16039,10,13,16,1
-3.0,30.0,0.6,13948,15330,8,14,12,1
-3.0,30.0,0.7,13098,14593,7,13,16,2
-3.0,30.0,0.8,13435,15037,8,13,14,2
-3.0,30.0,0.9,12102,13703,8,12,13,2
-3.0,30.0,1.0,12167,13984,9,13,20,3
-2.0,0.0,0.0,2110,2110,0,0,0,0
-2.0,0.0,0.1,1922,1922,0,0,0,0
-2.0,0.0,0.2,1988,1988,0,0,0,0
-2.0,0.0,0.3,2220,2220,0,0,0,0
-2.0,0.0,0.4,1998,1998,0,0,0,0
-2.0,0.0,0.5,2134,2134,0,0,0,0
-2.0,0.0,0.6,2007,2007,0,0,0,0
-2.0,0.0,0.7,2047,2047,0,0,0,0
-2.0,0.0,0.8,2035,2035,0,0,0,0
-2.0,0.0,0.9,2005,2005,0,0,0,0
-2.0,0.0,1.0,2089,2089,0,0,0,0
-2.0,3.0,0.0,2321,2321,0,0,0,0
-2.0,3.0,0.1,2001,2001,0,0,0,0
-2.0,3.0,0.2,2239,2239,0,0,0,0
-2.0,3.0,0.3,2137,2137,0,0,0,0
-2.0,3.0,0.4,2166,2166,0,0,0,0
-2.0,3.0,0.5,2118,2118,0,0,0,0
-2.0,3.0,0.6,2034,2034,0,0,0,0
-2.0,3.0,0.7,2082,2082,0,0,0,0
-2.0,3.0,0.8,2084,2084,0,0,0,0
-2.0,3.0,0.9,2056,2056,0,0,0,0
-2.0,3.0,1.0,2217,2217,0,0,0,0
-2.0,6.0,0.0,2654,2654,0,0,0,0
-2.0,6.0,0.1,2447,2447,0,0,0,0
-2.0,6.0,0.2,2630,2630,0,0,0,0
-2.0,6.0,0.3,2095,2095,0,0,0,0
-2.0,6.0,0.4,2374,2374,0,0,0,0
-2.0,6.0,0.5,2371,2371,0,0,0,0
-2.0,6.0,0.6,2304,2304,0,0,0,0
-2.0,6.0,0.7,2609,2609,0,0,0,0
-2.0,6.0,0.8,2219,2219,0,0,0,0
-2.0,6.0,0.9,2525,2525,0,0,0,0
-2.0,6.0,1.0,2397,2397,0,0,0,0
-2.0,9.0,0.0,3363,3363,0,2,0,0
-2.0,9.0,0.1,3345,3345,0,2,0,0
-2.0,9.0,0.2,2967,2967,0,1,0,0
-2.0,9.0,0.3,3192,3192,0,1,0,0
-2.0,9.0,0.4,3126,3126,0,1,0,0
-2.0,9.0,0.5,2972,2972,0,1,0,0
-2.0,9.0,0.6,3022,3022,0,0,0,0
-2.0,9.0,0.7,3044,3044,0,1,0,0
-2.0,9.0,0.8,3054,3054,0,1,0,0
-2.0,9.0,0.9,3141,3141,0,1,0,0
-2.0,9.0,1.0,2927,2927,0,1,0,0
-2.0,12.0,0.0,4371,4371,0,3,0,0
-2.0,12.0,0.1,3544,3544,0,3,0,0
-2.0,12.0,0.2,3935,3935,0,3,0,0
-2.0,12.0,0.3,3627,3627,0,3,0,0
-2.0,12.0,0.4,3818,3818,0,3,0,0
-2.0,12.0,0.5,3965,3986,0,2,0,0
-2.0,12.0,0.6,4041,4041,0,2,0,0
-2.0,12.0,0.7,4088,4088,0,3,0,0
-2.0,12.0,0.8,3626,3626,0,2,0,0
-2.0,12.0,0.9,4119,4119,0,2,0,0
-2.0,12.0,1.0,4036,4036,0,3,0,0
-2.0,15.0,0.0,5861,5861,0,5,0,0
-2.0,15.0,0.1,5697,5714,0,4,0,0
-2.0,15.0,0.2,6118,6118,0,5,0,0
-2.0,15.0,0.3,5212,5212,0,4,0,0
-2.0,15.0,0.4,6150,6173,0,4,0,0
-2.0,15.0,0.5,4905,4905,0,4,0,0
-2.0,15.0,0.6,5367,5367,0,5,0,0
-2.0,15.0,0.7,5074,5083,0,4,0,0
-2.0,15.0,0.8,4920,4920,0,4,0,0
-2.0,15.0,0.9,4694,4694,0,4,0,0
-2.0,15.0,1.0,5300,5300,0,5,0,0
-2.0,18.0,0.0,7884,7911,0,7,0,0
-2.0,18.0,0.1,6868,6883,0,7,0,0
-2.0,18.0,0.2,7541,7545,0,7,0,0
-2.0,18.0,0.3,7880,7898,0,6,0,0
-2.0,18.0,0.4,7354,7402,0,7,0,0
-2.0,18.0,0.5,7407,7424,0,8,0,0
-2.0,18.0,0.6,8104,8116,0,7,0,0
-2.0,18.0,0.7,7376,7386,0,8,0,0
-2.0,18.0,0.8,8116,8133,0,7,0,0
-2.0,18.0,0.9,7399,7486,0,7,0,0
-2.0,18.0,1.0,7151,7175,0,6,0,0
-2.0,21.0,0.0,13346,13558,1,10,1,0
-2.0,21.0,0.1,12935,13251,2,10,2,0
-2.0,21.0,0.2,11129,11256,1,10,1,0
-2.0,21.0,0.3,10251,10465,2,10,2,0
-2.0,21.0,0.4,11461,11642,2,9,2,0
-2.0,21.0,0.5,11164,11364,1,9,2,0
-2.0,21.0,0.6,9512,9783,2,10,2,0
-2.0,21.0,0.7,10160,10438,2,10,2,0
-2.0,21.0,0.8,9896,10097,1,10,1,0
-2.0,21.0,0.9,10770,11100,2,10,2,0
-2.0,21.0,1.0,8674,8874,2,10,2,0
-2.0,24.0,0.0,16279,17284,8,13,9,0
-2.0,24.0,0.1,14423,15209,7,11,8,0
-2.0,24.0,0.2,15389,16248,6,12,6,0
-2.0,24.0,0.3,15081,15917,6,11,7,0
-2.0,24.0,0.4,14121,15202,8,11,10,1
-2.0,24.0,0.5,13489,14215,5,12,7,0
-2.0,24.0,0.6,12719,13814,7,12,9,1
-2.0,24.0,0.7,14381,15072,5,12,6,0
-2.0,24.0,0.8,12516,13318,5,11,7,0
-2.0,24.0,0.9,13378,14287,6,12,8,0
-2.0,24.0,1.0,12614,13328,5,12,7,1
-2.0,27.0,0.0,18711,21348,18,13,22,1
-2.0,27.0,0.1,19436,21892,17,13,20,1
-2.0,27.0,0.2,18343,21014,16,13,20,1
-2.0,27.0,0.3,17066,19630,16,13,22,1
-2.0,27.0,0.4,16726,19299,16,13,20,1
-2.0,27.0,0.5,17905,20120,13,14,17,1
-2.0,27.0,0.6,16484,19082,15,13,20,1
-2.0,27.0,0.7,15565,17781,15,12,18,1
-2.0,27.0,0.8,14147,16482,15,14,19,1
-2.0,27.0,0.9,15452,17469,14,13,18,1
-2.0,27.0,1.0,14974,17193,13,13,18,2
-2.0,30.0,0.0,21462,26858,31,13,44,3
-2.0,30.0,0.1,19503,24485,29,14,39,2
-2.0,30.0,0.2,19517,24422,29,13,39,2
-2.0,30.0,0.3,19571,24431,28,13,38,2
-2.0,30.0,0.4,18295,23064,28,14,40,3
-2.0,30.0,0.5,18309,23176,28,12,38,2
-2.0,30.0,0.6,18232,22870,27,14,34,2
-2.0,30.0,0.7,19150,23468,24,13,37,3
-2.0,30.0,0.8,18141,22687,26,12,38,3
-2.0,30.0,0.9,17079,21321,25,14,35,2
-2.0,30.0,1.0,18167,22807,27,14,37,3
-1.0,0.0,0.0,1825,1825,0,0,0,0
-1.0,0.0,0.1,1858,1858,0,0,0,0
-1.0,0.0,0.2,1957,1957,0,0,0,0
-1.0,0.0,0.3,1931,1931,0,0,0,0
-1.0,0.0,0.4,1916,1916,0,0,0,0
-1.0,0.0,0.5,1952,1952,0,0,0,0
-1.0,0.0,0.6,1686,1686,0,0,0,0
-1.0,0.0,0.7,2139,2139,0,0,0,0
-1.0,0.0,0.8,1668,1668,0,0,0,0
-1.0,0.0,0.9,1843,1843,0,0,0,0
-1.0,0.0,1.0,1865,1865,0,0,0,0
-1.0,3.0,0.0,2097,2097,0,0,0,0
-1.0,3.0,0.1,2183,2183,0,0,0,0
-1.0,3.0,0.2,2212,2212,0,0,0,0
-1.0,3.0,0.3,2093,2093,0,0,0,0
-1.0,3.0,0.4,2043,2043,0,0,0,0
-1.0,3.0,0.5,2104,2104,0,0,0,0
-1.0,3.0,0.6,2034,2034,0,0,0,0
-1.0,3.0,0.7,2046,2046,0,0,0,0
-1.0,3.0,0.8,2120,2120,0,0,0,0
-1.0,3.0,0.9,2074,2074,0,0,0,0
-1.0,3.0,1.0,2248,2248,0,0,0,0
-1.0,6.0,0.0,2889,2889,0,1,0,0
-1.0,6.0,0.1,2936,2936,0,1,0,0
-1.0,6.0,0.2,2635,2635,0,0,0,0
-1.0,6.0,0.3,2492,2492,0,1,0,0
-1.0,6.0,0.4,2953,2953,0,1,0,0
-1.0,6.0,0.5,2616,2616,0,0,0,0
-1.0,6.0,0.6,2757,2757,0,1,0,0
-1.0,6.0,0.7,2684,2684,0,0,0,0
-1.0,6.0,0.8,2554,2554,0,1,0,0
-1.0,6.0,0.9,2783,2783,0,1,0,0
