Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
5.0,18.0,0.9,7228,42599,304,9,318,1
5.0,18.0,1.0,7529,42781,303,9,316,1
5.0,21.0,0.0,5623,47633,304,6,316,1
5.0,21.0,0.1,5968,48295,308,6,324,1
5.0,21.0,0.2,5481,47382,304,6,320,1
5.0,21.0,0.3,5874,47248,303,7,319,1
5.0,21.0,0.4,5803,47211,306,6,323,1
5.0,21.0,0.5,6528,48075,315,7,328,1
5.0,21.0,0.6,6323,48008,317,7,335,2
5.0,21.0,0.7,6651,48013,311,7,328,1
5.0,21.0,0.8,6807,48241,311,6,329,1
5.0,21.0,0.9,6441,47636,312,6,333,2
5.0,21.0,1.0,7096,48027,318,7,336,2
5.0,24.0,0.0,4950,50545,300,5,319,1
5.0,24.0,0.1,5242,51014,300,5,319,1
5.0,24.0,0.2,4752,50630,299,5,322,1
5.0,24.0,0.3,5789,51182,305,6,326,1
5.0,24.0,0.4,5104,51203,307,5,329,2
5.0,24.0,0.5,5684,50885,309,6,330,2
5.0,24.0,0.6,5614,50792,310,6,332,1
5.0,24.0,0.7,5817,50899,313,6,333,1
5.0,24.0,0.8,5632,50939,313,6,337,2
5.0,24.0,0.9,6066,50587,315,6,339,2
5.0,24.0,1.0,6353,51269,317,6,339,2
5.0,27.0,0.0,4356,53306,297,4,319,1
5.0,27.0,0.1,4647,53132,294,4,318,1
5.0,27.0,0.2,4782,52849,292,4,319,1
5.0,27.0,0.3,4777,52903,302,5,325,1
5.0,27.0,0.4,5397,53456,299,5,328,2
5.0,27.0,0.5,4961,53258,304,6,332,2
5.0,27.0,0.6,5309,53322,300,5,327,2
5.0,27.0,0.7,5276,53658,309,6,334,2
5.0,27.0,0.8,5659,53360,308,6,332,2
5.0,27.0,0.9,5208,53215,317,6,344,3
5.0,27.0,1.0,5715,53706,314,6,343,3
5.0,30.0,0.0,4419,54416,286,4,312,1
5.0,30.0,0.1,4551,54307,284,4,312,1
5.0,30.0,0.2,4625,54804,292,4,321,2
5.0,30.0,0.3,4700,54461,292,4,322,2
5.0,30.0,0.4,4333,54230,293,5,325,2
5.0,30.0,0.5,4559,54962,297,4,323,1
5.0,30.0,0.6,4719,54386,296,5,327,2
5.0,30.0,0.7,4638,54435,302,5,333,2
5.0,30.0,0.8,5070,54614,295,4,327,3
5.0,30.0,0.9,5534,55608,307,6,338,3
5.0,30.0,1.0,5109,54393,308,5,338,2
