Jlf,mu,PP,ClusterUID,ClusterID_renum,Leader Cells,Follower Cells,Total Cells,Leader %,Dominance,Centroid_X,Centroid_Y,PersistenceTime,TimeRange,Centroid_Displacement,Velocity,MeanSize_over_time,StdSize_over_time,ClusterSizeCV_over_time,Phenotypic Index,Entropy
1.0,27.0,0.6,6_4,30,3,3,6,50.0,Follower-dominated,307.0338064713067,93.9078144078144,7,640-700,21.822287794629496,3.117469684947071,4.714285714285714,1.6035674514745464,0.34015067152490375,0.0,1.0
1.0,27.0,0.6,6_5,31,3,3,6,50.0,Follower-dominated,306.9915362415364,92.33704628704628,4,640-690,4.498549926841326,1.1246374817103315,5.75,2.0615528128088303,0.35853092396675307,0.0,1.0
1.0,27.0,0.6,7_1,32,3,2,5,60.0,Leader-dominated,27.7677990430622,82.60610845295056,32,390-700,310.7776306031237,9.711800956347616,4.125,0.7071067811865476,0.17141982574219336,0.2,0.9709505944546686
1.0,27.0,0.6,7_2,33,3,1,4,75.0,Leader-dominated,79.32573529411737,101.28576203208556,28,410-700,371.35383773507914,13.262637061967112,4.678571428571429,1.3348205990866457,0.285305166216993,0.5,0.8112781244591328
1.0,27.0,0.6,7_3,34,1,1,2,50.0,Follower-dominated,86.30454545454492,82.61818181818182,25,460-700,364.21089574346934,14.568435829738773,6.6,7.076957915187381,1.0722663507859669,0.0,1.0
1.0,27.0,0.6,7_4,35,12,13,25,48.0,Follower-dominated,120.12031300158382,85.74284731178693,16,550-700,330.81556749260966,20.675972968288104,10.5625,10.119082632992644,0.9580196575614337,0.04,0.9988455359952018
1.0,27.0,0.6,7_5,36,3,2,5,60.0,Leader-dominated,271.58376068376026,80.98827838827839,9,620-700,180.98756788102756,20.10972976455862,5.111111111111111,0.6009252125773316,0.1175723241999127,0.2,0.9709505944546686
1.0,27.0,0.6,7_6,37,3,3,6,50.0,Follower-dominated,337.8655723905725,90.45143097643096,8,630-700,112.67409766328987,14.084262207911234,4.625,1.407885953173359,0.30440777365910465,0.0,1.0
1.0,27.0,0.6,7_7,38,2,3,5,40.0,Follower-dominated,366.64772727272737,80.03181818181818,5,660-700,86.48191540235264,17.296383080470527,4.2,1.0954451150103321,0.2608202654786505,0.2,0.9709505944546686
1.0,27.0,0.6,7_8,39,2,1,3,66.66666666666667,Leader-dominated,449.0892857142856,109.13988095238096,3,680-700,2.7852536376358614,0.9284178792119538,3.0,0.0,0.0,0.3333333333333333,0.9182958340544896
1.0,27.0,0.6,8_1,40,3,1,4,75.0,Leader-dominated,80.08005050505011,93.05,21,500-700,207.9649847086606,9.903094509936219,3.9047619047619047,0.30079260375911915,0.07703225218221345,0.5,0.8112781244591328
1.0,27.0,0.6,8_2,41,3,1,4,75.0,Leader-dominated,103.68257575757502,95.9090909090909,16,550-700,183.32302337869297,11.45768896116831,3.9375,0.25,0.06349206349206349,0.5,0.8112781244591328
1.0,27.0,0.6,8_3,42,2,1,3,66.66666666666667,Leader-dominated,287.3492063492061,112.39682539682538,13,570-700,18.4180798112766,1.4167753700982,3.230769230769231,0.4385290096535146,0.1357351696546593,0.3333333333333333,0.9182958340544896
1.0,27.0,0.6,9_1,43,3,1,4,75.0,Leader-dominated,5.451975108225696,96.07440476190476,20,500-700,23.990413084381153,1.1995206542190577,3.2,0.5231483637805969,0.16348386368143653,0.5,0.8112781244591328
1.0,27.0,0.6,9_2,44,2,1,3,66.66666666666667,Leader-dominated,78.11535523300266,92.20053475935828,16,520-700,176.2716543590542,11.016978397440887,2.625,0.5,0.19047619047619047,0.3333333333333333,0.9182958340544896
1.0,27.0,0.6,9_3,45,1,1,2,50.0,Follower-dominated,97.07575757575776,103.57070707070709,13,580-700,279.6163075960577,21.508946738158286,3.076923076923077,0.9540735874430285,0.31007391591898426,0.0,1.0
1.0,27.0,0.6,9_4,46,1,1,2,50.0,Follower-dominated,247.92857142857116,48.14285714285714,12,590-700,132.7370459977685,11.06142049981404,4.416666666666667,1.5050420310248864,0.3407642334395969,0.0,1.0
1.0,27.0,0.6,9_5,47,2,2,4,50.0,Follower-dominated,376.1875000000002,95.70833333333334,7,640-700,101.80799948782499,14.543999926832141,8.0,3.4641016151377544,0.4330127018922193,0.0,1.0
1.0,27.0,0.6,9_6,48,5,4,9,55.55555555555556,Follower-dominated,476.8713453213455,85.5768262601596,3,670-700,1.731715163093197,0.5772383876977324,9.666666666666666,1.1547005383792517,0.11945177983233639,0.1111111111111111,0.9910760598382222
1.0,27.0,0.7,0_1,1,3,1,4,75.0,Leader-dominated,45.66875901875888,95.15786435786436,45,260-700,58.38324588291466,1.29740546406477,3.022222222222222,0.26014758825860307,0.08607824611497895,0.5,0.8112781244591328
1.0,27.0,0.7,0_2,2,1,1,2,50.0,Follower-dominated,83.56390977443482,104.35338345864662,25,430-700,334.6451638764258,13.385806555057032,2.6,1.1547005383792515,0.44411559168432746,0.0,1.0
1.0,27.0,0.7,0_3,3,4,3,7,57.142857142857146,Follower-dominated,99.12364698793284,92.3808390022676,20,510-700,94.28364904038885,4.714182452019442,8.45,1.9594574974238472,0.23188846123359141,0.14285714285714285,0.9852281360342515
1.0,27.0,0.7,0_4,4,2,1,3,66.66666666666667,Leader-dominated,121.95925925925916,92.46666666666664,9,620-700,68.3477438090508,7.5941937565612,5.111111111111111,2.803767306876787,0.5485631687367628,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,0_5,5,3,1,4,75.0,Leader-dominated,140.4618589743589,95.2096153846154,7,640-700,52.02031976836303,7.43147425262329,7.571428571428571,2.507132682112035,0.3311307315997028,0.5,0.8112781244591328
1.0,27.0,0.7,0_6,6,3,6,9,33.333333333333336,Follower-dominated,188.04502823362455,71.38679730810793,2,680-700,0.5750674686169609,0.28753373430848045,8.5,0.7071067811865476,0.0831890330807703,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,1_1,7,3,1,4,75.0,Leader-dominated,54.55395299145279,90.80048076923076,16,550-700,108.19745487218952,6.762340929511845,3.9375,0.25,0.06349206349206349,0.5,0.8112781244591328
1.0,27.0,0.7,1_2,8,2,1,3,66.66666666666667,Leader-dominated,136.9333333333318,84.23333333333333,15,560-700,299.34316669857094,19.956211113238062,3.533333333333333,0.6399404734221845,0.18111522832703336,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,1_3,9,3,1,4,75.0,Leader-dominated,161.22651515151534,95.9094696969697,11,600-700,275.3743679575463,25.034033450686028,3.909090909090909,0.30151134457776363,0.07713080907803256,0.5,0.8112781244591328
1.0,27.0,0.7,1_4,10,4,1,5,80.0,Leader-dominated,361.56030303030263,94.07636363636364,10,610-700,75.98952864365208,7.598952864365208,4.3,0.8232726023485646,0.19145874473222432,0.6,0.7219280948873623
1.0,27.0,0.7,1_5,11,2,1,3,66.66666666666667,Leader-dominated,435.99090909090864,97.41428571428573,7,640-700,76.14546027121166,10.87792289588738,4.285714285714286,0.9511897312113419,0.22194427061597977,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,1_6,12,2,1,3,66.66666666666667,Leader-dominated,436.0060606060603,96.05454545454546,5,640-690,9.194392398001836,1.8388784796003672,3.0,0.0,0.0,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,2_1,13,4,2,6,66.66666666666667,Leader-dominated,6.732193732193866,85.74145299145299,23,480-700,415.98806408450656,18.08643756889159,3.8260869565217392,1.3702081432144626,0.3581225828855982,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,2_2,14,2,1,3,66.66666666666667,Leader-dominated,49.94444444444397,86.88131313131312,19,490-700,372.8646033591082,19.624452808374116,3.4210526315789473,1.1697953037312034,0.3419401657060441,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,2_3,15,3,1,4,75.0,Leader-dominated,98.65416666666611,93.66558857808856,12,590-700,296.7518424634785,24.729320205289877,6.666666666666667,5.28003673081806,0.792005509622709,0.5,0.8112781244591328
1.0,27.0,0.7,2_4,16,2,1,3,66.66666666666667,Leader-dominated,125.88948306595287,84.2210338680927,9,600-700,268.6790720738855,29.85323023043172,6.222222222222222,5.044248650140519,0.8106828187725834,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,2_5,17,3,2,5,60.0,Leader-dominated,143.47848484848473,78.75121212121212,7,630-700,250.98590073525193,35.85512867646456,7.857142857142857,4.879500364742666,0.6210273191490665,0.2,0.9709505944546686
1.0,27.0,0.7,2_6,18,6,9,15,40.0,Follower-dominated,395.1092655492656,78.03789247789247,5,660-700,2.958165896361057,0.5916331792722114,15.0,0.0,0.0,0.2,0.9709505944546686
1.0,27.0,0.7,3_1,19,2,1,3,66.66666666666667,Leader-dominated,36.983974358975495,80.54967948717949,23,470-700,412.82134069989536,17.94875394347371,5.043478260869565,2.4022387450339515,0.4763059580670766,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,3_2,20,3,1,4,75.0,Leader-dominated,82.15946969696981,96.4375,20,510-700,394.6281929785721,19.731409648928604,4.85,1.348488432516786,0.27803885206531676,0.5,0.8112781244591328
1.0,27.0,0.7,3_3,21,5,3,8,62.5,Leader-dominated,166.35700202575254,94.78807650682651,16,540-700,309.7359775260311,19.358498595376943,7.0,3.183289703016886,0.4547556718595551,0.25,0.954434002924965
1.0,27.0,0.7,3_4,22,3,1,4,75.0,Leader-dominated,238.26249999999987,86.33333333333333,11,600-700,209.99329297793102,19.09029936163009,14.818181818181818,4.874796033029112,0.32897396541914253,0.5,0.8112781244591328
1.0,27.0,0.7,3_5,23,3,10,13,23.076923076923077,Follower-dominated,238.3753357753356,70.99004884004884,11,600-700,237.3054175438751,21.57321977671592,6.454545454545454,2.252271580588645,0.34894348431655065,0.5384615384615384,0.7793498372920851
1.0,27.0,0.7,3_6,24,4,2,6,66.66666666666667,Leader-dominated,447.45206876456905,105.64138986013984,10,610-700,32.31811183879053,3.231811183879053,4.3,0.6749485577105528,0.15696478086291926,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,3_7,25,3,1,4,75.0,Leader-dominated,477.3794642857143,100.06994047619048,1,700-700,0.0,0.0,4.0,,,0.5,0.8112781244591328
1.0,27.0,0.7,4_1,26,2,1,3,66.66666666666667,Leader-dominated,58.314814814814866,80.27777777777777,41,300-700,126.33955766847227,3.0814526260602992,3.292682926829268,0.5120499213467564,0.1555114575942001,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,4_2,27,3,1,4,75.0,Leader-dominated,110.4496527777778,99.06324404761904,33,380-700,187.21342346055675,5.673134044259296,3.121212121212121,0.9272801544562921,0.2970897582238606,0.5,0.8112781244591328
1.0,27.0,0.7,4_3,28,2,4,6,33.333333333333336,Follower-dominated,113.5296740296736,70.26585451585451,24,470-700,182.03858958451195,7.584941232687998,4.375,1.2445533509971602,0.2844693373707795,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,4_4,29,2,1,3,66.66666666666667,Leader-dominated,151.25000000000023,71.8611111111111,7,620-700,148.7041308570504,21.24344726529291,3.5714285714285716,0.9759000729485333,0.2732520204255893,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,4_5,30,2,1,3,66.66666666666667,Leader-dominated,177.64487179487287,99.73461538461538,3,680-700,118.95442770541827,39.65147590180609,3.6666666666666665,0.5773502691896258,0.15745916432444343,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,4_6,31,2,2,4,50.0,Follower-dominated,296.8686643217905,102.8390376984127,1,700-700,0.0,0.0,4.0,,,0.0,1.0
1.0,27.0,0.7,5_1,32,4,3,7,57.142857142857146,Follower-dominated,196.46929541047172,87.15054945054945,37,340-700,191.18064446738524,5.167044445064466,4.513513513513513,2.089944465259273,0.46304158811133594,0.14285714285714285,0.9852281360342515
1.0,27.0,0.7,5_2,33,2,1,3,66.66666666666667,Leader-dominated,203.4047619047623,97.32417582417584,21,470-700,94.58022525766964,4.503820250365221,4.714285714285714,1.9530196400153568,0.41427689333659085,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,5_3,34,4,4,8,50.0,Follower-dominated,267.1048805973435,83.35725708115415,19,520-700,86.73230791598316,4.5648583113675345,4.368421052631579,2.385384346291424,0.5460518383076755,0.0,1.0
1.0,27.0,0.7,5_4,35,1,1,2,50.0,Follower-dominated,271.3452380952386,57.83333333333333,18,530-700,79.78201181284939,4.432333989602744,3.111111111111111,1.0226199851298272,0.32869928093458733,0.0,1.0
1.0,27.0,0.7,5_5,36,3,1,4,75.0,Leader-dominated,295.1625000000003,103.1,16,540-700,68.83734514640742,4.302334071650463,4.875,1.02469507659596,0.21019386186583794,0.5,0.8112781244591328
1.0,27.0,0.7,5_6,37,3,3,6,50.0,Follower-dominated,316.5521811521804,81.59756909756909,10,610-700,9.760751425652348,0.9760751425652348,5.2,1.6865480854231356,0.3243361702736799,0.0,1.0
1.0,27.0,0.7,5_7,38,1,1,2,50.0,Follower-dominated,353.51666666666733,79.575,8,610-700,9.342876559370143,1.167859569921268,2.0,0.0,0.0,0.0,1.0
1.0,27.0,0.7,6_1,39,2,1,3,66.66666666666667,Leader-dominated,89.78383838383785,97.02861952861952,28,180-700,281.4604252836187,10.052158045843525,4.178571428571429,2.277971342917518,0.5451555350571837,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,6_2,40,2,1,3,66.66666666666667,Leader-dominated,119.5367521367518,98.8102564102564,19,520-700,251.7793896131025,13.251546821742236,3.4210526315789473,1.0173926082384546,0.2973916854850867,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,6_3,41,2,1,3,66.66666666666667,Leader-dominated,251.8282828282821,68.53872053872054,17,540-700,119.71815700378704,7.042244529634532,4.0,0.9354143466934853,0.23385358667337133,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,6_4,42,3,1,4,75.0,Leader-dominated,281.01651785714273,100.43794642857144,16,550-700,91.44375906179867,5.715234941362417,5.375,1.746424919657298,0.324916264122288,0.5,0.8112781244591328
1.0,27.0,0.7,6_5,43,3,1,4,75.0,Leader-dominated,309.79507575757594,92.5943181818182,8,570-700,61.580849461514724,7.6976061826893405,5.5,1.4142135623730951,0.25712973861329,0.5,0.8112781244591328
1.0,27.0,0.7,6_6,44,3,3,6,50.0,Follower-dominated,370.9297262922266,100.13378103378103,4,650-700,93.23409200248966,23.308523000622415,5.25,1.5,0.2857142857142857,0.0,1.0
1.0,27.0,0.7,7_1,45,12,18,30,40.0,Follower-dominated,6.8593343004916765,77.95158256468359,23,480-700,27.868447507162912,1.2116716307462136,8.521739130434783,10.224167293131734,1.1997747333777034,0.2,0.9709505944546686
1.0,27.0,0.7,7_2,46,4,1,5,80.0,Leader-dominated,29.821587301587694,101.44222222222224,18,530-700,25.25280170100527,1.4029334278336263,4.0,1.4552137502179978,0.36380343755449945,0.6,0.7219280948873623
1.0,27.0,0.7,7_3,47,1,1,2,50.0,Follower-dominated,31.42016806722783,64.73949579831933,6,650-700,18.180886344756658,3.0301477241261097,2.1666666666666665,0.40824829046386296,0.1884222879063983,0.0,1.0
1.0,27.0,0.7,7_4,48,2,1,3,66.66666666666667,Leader-dominated,46.2682709447416,80.82516339869282,6,650-700,123.6081117417205,20.60135195695342,9.5,10.858176642512316,1.1429659623697175,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,7_5,49,10,13,23,43.47826086956522,Follower-dominated,170.3833717114086,79.67483497959842,6,650-700,203.70987346069066,33.95164557678178,17.0,10.099504938362077,0.5940885257860046,0.13043478260869565,0.9876925088958034
1.0,27.0,0.7,7_6,50,2,1,3,66.66666666666667,Leader-dominated,374.79629629629625,105.13804713804711,4,670-700,2.4792787038362567,0.6198196759590642,3.25,0.5,0.15384615384615385,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,8_1,51,2,1,3,66.66666666666667,Leader-dominated,119.6487179487185,91.55925925925926,17,540-700,321.6834536628865,18.92255609781685,3.1176470588235294,0.6966305460192359,0.2234475336288115,0.3333333333333333,0.9182958340544896
1.0,27.0,0.7,8_2,52,1,1,2,50.0,Follower-dominated,364.4722222222221,86.23888888888888,16,550-700,76.39753990098545,4.774846243811591,3.625,1.0878112581387147,0.3000858643141282,0.0,1.0
1.0,27.0,0.7,8_3,53,2,2,4,50.0,Follower-dominated,437.9772341628957,94.44170168067228,7,640-700,7.803263395909383,1.1147519137013404,3.857142857142857,0.37796447300922725,0.09799078929868854,0.0,1.0
1.0,27.0,0.7,8_4,54,2,2,4,50.0,Follower-dominated,438.510146103896,91.07589285714286,1,670-670,0.0,0.0,4.0,,,0.0,1.0
1.0,27.0,0.7,9_1,55,5,2,7,71.42857142857143,Leader-dominated,10.93707482993212,100.96132042560616,38,310-700,202.7550371624852,5.335658872696979,4.868421052631579,1.5625871241712856,0.3209638417216695,0.42857142857142855,0.863120568566631
1.0,27.0,0.7,9_2,56,1,1,2,50.0,Follower-dominated,255.3504273504263,94.76495726495727,33,380-700,111.81620830346831,3.3883699485899488,3.212121212121212,1.3637626204176756,0.42456760824323864,0.0,1.0
1.0,27.0,0.7,9_3,57,6,6,12,50.0,Follower-dominated,410.6532775095272,73.68320290820292,32,380-700,49.12119702365485,1.535037406989214,5.65625,3.0225963524224366,0.5343816755663976,0.0,1.0
1.0,27.0,0.7,9_4,58,5,4,9,55.55555555555556,Follower-dominated,411.1258537758538,95.81666065416069,24,450-700,55.200830595498374,2.3000346081457654,7.416666666666667,3.0633409818390267,0.4130347391243631,0.1111111111111111,0.9910760598382222
1.0,27.0,0.7,9_5,59,3,1,4,75.0,Leader-dominated,433.2550505050506,83.82536907536908,18,520-700,25.66068534096276,1.4255936300534868,6.166666666666667,3.185444839191131,0.5165586225715347,0.5,0.8112781244591328
1.0,27.0,0.7,9_6,60,3,1,4,75.0,Leader-dominated,455.42727272727234,98.91994949494948,11,580-700,14.733403917186564,1.3394003561078696,4.909090909090909,2.0225995873897267,0.4120110270608702,0.5,0.8112781244591328
1.0,27.0,0.7,9_7,61,3,1,4,75.0,Leader-dominated,454.7977272727269,97.82070707070709,5,650-690,4.229476567248966,0.8458953134497932,4.0,0.0,0.0,0.5,0.8112781244591328
1.0,27.0,0.7,9_8,62,3,1,4,75.0,Leader-dominated,455.05594405594377,96.18997668997667,2,660-680,1.1217209908980943,0.5608604954490471,4.0,0.0,0.0,0.5,0.8112781244591328
1.0,27.0,0.8,0_1,1,7,4,11,63.63636363636363,Leader-dominated,18.553249275976302,89.89907062634335,28,430-700,36.000381723124136,1.2857279186830048,4.428571428571429,3.132015933791495,0.7072294044045311,0.2727272727272727,0.9456603046006401
1.0,27.0,0.8,0_2,2,2,1,3,66.66666666666667,Leader-dominated,60.76320346320316,103.81948051948052,28,430-700,106.02176961565971,3.786491771987847,3.7142857142857144,0.4600437062282362,0.12385792090760205,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,0_3,3,3,1,4,75.0,Leader-dominated,74.90229215229178,93.40586864116275,27,440-700,88.86864332035265,3.2914312340871352,3.888888888888889,0.32025630761017426,0.08235162195690196,0.5,0.8112781244591328
1.0,27.0,0.8,0_4,4,3,3,6,50.0,Follower-dominated,102.02666407666446,68.39205678580679,17,440-700,101.97159530117625,5.998329135363309,4.117647058823529,0.781213234429025,0.18972321407562037,0.0,1.0
1.0,27.0,0.8,0_5,5,3,1,4,75.0,Leader-dominated,157.73446969696934,107.92727272727274,9,620-700,273.07609395333395,30.341788217037106,4.222222222222222,1.0929064207170003,0.2588462575382369,0.5,0.8112781244591328
1.0,27.0,0.8,0_6,6,2,1,3,66.66666666666667,Leader-dominated,163.64285714285697,69.15714285714286,8,630-700,266.02482214682186,33.25310276835273,4.5,1.4142135623730951,0.3142696805273545,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,0_7,7,2,1,3,66.66666666666667,Leader-dominated,204.2509221772378,91.80647773279352,5,660-700,224.5066536686358,44.901330733727164,4.0,1.224744871391589,0.30618621784789724,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,0_8,8,3,1,4,75.0,Leader-dominated,328.44361888111916,105.56701631701632,3,680-700,99.35318025522801,33.11772675174267,4.0,0.0,0.0,0.5,0.8112781244591328
1.0,27.0,0.8,0_9,9,2,2,4,50.0,Follower-dominated,426.2864219114229,90.25509906759908,2,690-700,0.48267810591086674,0.24133905295543337,4.0,0.0,0.0,0.0,1.0
1.0,27.0,0.8,1_1,10,3,2,5,60.0,Leader-dominated,2.9446153846155787,100.54470085470086,21,500-700,166.29048130575677,7.91859434789318,5.428571428571429,0.5070925528371099,0.09341178604894128,0.2,0.9709505944546686
1.0,27.0,0.8,1_2,11,1,1,2,50.0,Follower-dominated,28.75757575757575,93.74242424242424,21,500-700,294.57173725560875,14.027225583600417,5.333333333333333,3.665151201974256,0.687215850370173,0.0,1.0
1.0,27.0,0.8,1_3,12,4,2,6,66.66666666666667,Leader-dominated,215.37053872053852,93.08728956228956,19,520-700,186.14775731415958,9.797250384955767,6.631578947368421,3.235403569465476,0.48787831603050824,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,1_4,13,8,7,15,53.333333333333336,Follower-dominated,245.57526880526845,84.45203712953712,16,550-700,155.56079906433624,9.722549941521015,6.5,5.072803301265814,0.7804312771178175,0.06666666666666667,0.9967916319816366
1.0,27.0,0.8,1_5,14,5,5,10,50.0,Follower-dominated,321.8221656121657,90.66858252858252,7,610-700,78.92459987246572,11.274942838923675,8.0,4.163331998932265,0.5204164998665332,0.0,1.0
1.0,27.0,0.8,1_6,15,1,1,2,50.0,Follower-dominated,400.5333333333333,84.23333333333333,1,630-630,0.0,0.0,2.0,,,0.0,1.0
1.0,27.0,0.8,2_1,16,4,1,5,80.0,Leader-dominated,90.97615384615328,97.64435897435898,35,330-700,192.28023269520372,5.493720934148678,3.3142857142857145,1.2781288844941074,0.3856423358387393,0.6,0.7219280948873623
1.0,27.0,0.8,2_2,17,7,9,16,43.75,Follower-dominated,252.7541416916418,70.57526744089243,22,400-700,28.19540180267428,1.2816091728488308,4.318181818181818,4.016470419663841,0.9301299919221527,0.125,0.9886994082884974
1.0,27.0,0.8,2_3,18,2,1,3,66.66666666666667,Leader-dominated,278.46536796536697,92.5930735930736,12,590-700,68.87352710184332,5.739460591820277,3.4166666666666665,1.4433756729740645,0.42245141648021406,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,2_4,19,2,1,3,66.66666666666667,Leader-dominated,349.4451659451659,98.52236652236653,9,620-700,28.672519488404284,3.185835498711587,5.888888888888889,2.4720661623652207,0.41978482002428275,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,2_5,20,2,4,6,33.333333333333336,Follower-dominated,367.2705627705625,83.7536075036075,5,660-700,3.56339325118417,0.712678650236834,4.8,2.16794833886788,0.45165590393080834,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,2_6,21,1,1,2,50.0,Follower-dominated,388.9307692307692,80.1,3,660-700,3.8788688679556294,1.2929562893185431,2.3333333333333335,0.5773502691896258,0.24743582965269678,0.0,1.0
1.0,27.0,0.8,2_7,22,9,10,19,47.36842105263158,Follower-dominated,470.755545331861,78.34110801479223,1,700-700,0.0,0.0,19.0,,,0.05263157894736842,0.9980008838722996
1.0,27.0,0.8,3_1,23,2,1,3,66.66666666666667,Leader-dominated,70.4850427350435,87.35149572649573,13,580-700,112.78346576104589,8.675651212388145,5.153846153846154,3.3626912299068294,0.6524624774446086,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,3_2,24,4,4,8,50.0,Follower-dominated,182.52711420523892,89.94470876345875,9,620-700,8.190536357049536,0.9100595952277263,9.333333333333334,0.8660254037844387,0.09278843611976129,0.0,1.0
1.0,27.0,0.8,3_3,25,2,1,3,66.66666666666667,Leader-dominated,224.1814814814815,87.35370370370372,9,620-700,10.66446322666494,1.1849403585183267,3.0,0.0,0.0,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,3_4,26,2,2,4,50.0,Follower-dominated,404.4432234432236,55.288766788766786,5,660-700,126.51866026291265,25.30373205258253,3.6,0.8944271909999161,0.24845199749997668,0.0,1.0
1.0,27.0,0.8,4_1,27,3,2,5,60.0,Leader-dominated,111.85519813519797,97.16205128205128,27,440-700,35.08977171411527,1.299621174596862,4.703703703703703,0.46532162696807516,0.09892664510344906,0.2,0.9709505944546686
1.0,27.0,0.8,4_2,28,1,1,2,50.0,Follower-dominated,171.06249999999994,89.5125,14,570-700,15.325475216707423,1.0946768011933874,2.5,0.5188745216627708,0.20754980866510833,0.0,1.0
1.0,27.0,0.8,4_3,29,3,1,4,75.0,Leader-dominated,186.486616161616,91.38005050505048,10,610-700,41.22929116098793,4.122929116098793,4.1,0.8755950357709131,0.21355976482217395,0.5,0.8112781244591328
1.0,27.0,0.8,4_4,30,3,1,4,75.0,Leader-dominated,224.1865079365076,86.85714285714286,7,630-700,8.557690580839742,1.2225272258342488,3.857142857142857,0.8997354108424372,0.23326473614433557,0.5,0.8112781244591328
1.0,27.0,0.8,4_5,31,2,1,3,66.66666666666667,Leader-dominated,278.52301587301554,88.3547619047619,5,650-700,6.117001276590732,1.2234002553181464,3.0,0.0,0.0,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,4_6,32,2,1,3,66.66666666666667,Leader-dominated,497.632967032967,65.69084249084248,2,670-700,4.491478934422152,2.245739467211076,3.0,0.0,0.0,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,5_1,33,1,2,3,33.333333333333336,Follower-dominated,2.0000000000012967,78.27450980392156,39,320-700,330.2577790327657,8.468148180327326,3.3846153846153846,0.7474653526694701,0.22084203601597982,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,5_2,34,4,4,8,50.0,Follower-dominated,179.26719399881097,77.95967765894237,24,470-700,149.90849298813447,6.246187207838936,5.458333333333333,2.358687303798757,0.4321259182532074,0.0,1.0
1.0,27.0,0.8,5_3,35,2,3,5,40.0,Follower-dominated,244.2179487179486,79.85512820512821,14,570-700,81.2399206659112,5.802851476136515,4.214285714285714,0.9749612559222293,0.23134673869341033,0.2,0.9709505944546686
1.0,27.0,0.8,5_4,36,4,5,9,44.44444444444444,Follower-dominated,317.25927452177416,73.44585877085878,8,630-700,13.463678106212853,1.6829597632766067,8.0,3.116774889895918,0.3895968612369898,0.1111111111111111,0.9910760598382222
1.0,27.0,0.8,5_5,37,2,2,4,50.0,Follower-dominated,322.9902597402596,91.11056998557,6,650-700,5.700790771428607,0.9501317952381011,4.0,0.0,0.0,0.0,1.0
1.0,27.0,0.8,6_1,38,2,2,4,50.0,Follower-dominated,125.30735930735896,90.2303841991342,18,500-700,133.47812779111104,7.4154515439506135,3.9444444444444446,0.9375953110592339,0.23770021970515787,0.0,1.0
1.0,27.0,0.8,6_2,39,2,1,3,66.66666666666667,Leader-dominated,258.1846153846145,109.0027972027972,9,620-700,12.392612736225882,1.3769569706917646,3.0,0.0,0.0,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,6_3,40,4,2,6,66.66666666666667,Leader-dominated,332.33960437710465,83.69090909090909,3,680-700,1.1091777912507712,0.36972593041692375,6.666666666666667,0.5773502691896258,0.08660254037844388,0.3333333333333333,0.9182958340544896
1.0,27.0,0.8,7_1,41,1,1,2,50.0,Follower-dominated,207.52777777777817,108.92777777777778,41,300-700,51.55168339710055,1.2573581316365987,3.073170731707317,0.46852128566581824,0.1524553389864964,0.0,1.0
1.0,27.0,0.8,7_2,42,4,6,10,40.0,Follower-dominated,297.05665790092263,68.95556275423922,21,500-700,172.71593304106318,8.224568240050628,4.904761904761905,3.3151887111409195,0.6759122614947506,0.2,0.9709505944546686
1.0,27.0,0.8,7_3,43,2,1,3,66.66666666666667,Leader-dominated,382.3005050505053,95.1540404040404,19,520-700,90.50812355273874,4.763585450144144,4.105263157894737,2.024701263070274,0.49319646151711793,0.3333333333333333,0.9182958340544896
