Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area_mean,Invasive Area_std,Invasive Area_count,Infiltrative Area_mean,Infiltrative Area_std,Infiltrative Area_count,Singles_mean,Singles_std,Singles_count,Fingers_mean,Fingers_std,Fingers_count,Clusters_mean,Clusters_std,Clusters_count,Invasive Area_sem,Infiltrative Area_sem,Singles_sem,Fingers_sem,Clusters_sem
-3,30,0.1,16094.9,1466.0771315164684,10,17683.7,1274.0461181256774,10,9.4,2.2211108331943574,10,12.2,1.0327955589886446,10,1.2,1.2292725943057183,10,463.61429610782665,402.88875773730734,0.7023769168568492,0.32659863237109044,0.38873012632302
-3,30,0.2,15649.7,1964.1405414752448,10,17550.8,1708.108768980087,10,10.8,3.645392830531284,10,12.3,1.888562063228706,10,1.0,0.816496580927726,10,621.1157755738191,540.1514201283441,1.1527744310527053,0.5972157622389639,0.2581988897471611
-3,30,0.3,14203.2,2043.6064281884935,10,16098.1,1951.8653869795653,10,10.8,1.5491933384829668,10,11.4,1.4298407059684812,10,1.5,1.0801234497346435,10,646.2450954036968,617.2340308901388,0.4898979485566356,0.45215533220835125,0.34156502553198664
-3,30,0.4,14334.3,2703.019671486769,10,15902.5,2226.3589982051167,10,7.8,1.9321835661585918,10,12.9,2.4244128727957572,10,1.4,1.505545305418162,10,854.7698722138281,704.0365323538892,0.6110100926607787,0.7666666666666665,0.4760952285695233
-3,30,0.5,14336.4,1221.7998972372227,10,15812.1,1385.6665624248212,10,8.2,2.2010098692292237,10,12.8,1.2292725943057186,10,1.6,1.07496769977314,10,386.36705202292904,438.1862414798325,0.69602043392737,0.38873012632302006,0.33993463423951903
-3,30,0.6,13935.5,2077.1867861231076,10,15509.1,2303.0961744766305,10,8.4,2.2705848487901865,10,12.0,1.4142135623730951,10,1.3,1.2516655570345725,10,656.8641369754056,728.3029581766705,0.7180219742846004,0.4472135954999579,0.3958114029012639
-3,30,0.7,13257.9,1562.8286285521588,10,15141.7,1755.0657505885322,10,9.2,3.0840089349921005,10,13.3,2.0027758514399734,10,2.0,1.9436506316151,10,494.20980587420775,555.0005215212764,0.9752492558885194,0.6333333333333332,0.6146362971528591
-3,30,0.8,13055.5,2419.143776444697,10,14772.6,2708.4372369812572,10,7.6,2.065591117977289,10,13.5,1.35400640077266,10,2.5,1.4337208778404378,10,765.0004320986433,856.4830568474,0.6531972647421808,0.4281744192888376,0.4533823502911814
-3,30,0.9,13931.35,1214.7121069528278,10,15706.0,1680.1905480563146,10,8.1,2.766867462592951,10,12.9,1.523883926754995,10,2.0,0.816496580927726,10,384.125695935299,531.3229034944549,0.8749603165604457,0.48189440982669873,0.2581988897471611
-3,30,1.0,11980.05,2255.7155732100227,10,13520.25,2313.855803751728,10,8.6,2.0110804171997807,10,13.4,1.7126976771553508,10,1.1,1.286683937707919,10,713.3198964855965,731.705451705504,0.6359594676112971,0.5416025603090641,0.40688518719112343
-2,0,0.0,2171.05,218.68539680961268,10,2171.05,218.68539680961268,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,69.15439449360956,69.15439449360956,0.0,0.0,0.0
-2,0,0.1,2149.35,360.9866918137934,10,2149.35,360.9866918137934,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,114.15401511408464,114.15401511408464,0.0,0.0,0.0
-2,0,0.2,1968.5,328.43534794199263,10,1968.5,328.43534794199263,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,103.86037636065919,103.86037636065919,0.0,0.0,0.0
-2,0,0.3,2096.35,349.4568841629664,10,2096.35,349.4568841629664,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,110.50796979805976,110.50796979805976,0.0,0.0,0.0
-2,0,0.4,2229.05,431.78148086992127,10,2229.05,431.78148086992127,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,136.54129310293723,136.54129310293723,0.0,0.09999999999999999,0.0
-2,0,0.5,2045.9,343.69526230853603,10,2045.9,343.69526230853603,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,108.68598499039946,108.68598499039946,0.0,0.0,0.0
-2,0,0.6,2198.1,478.68980909701145,10,2198.1,478.68980909701145,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,151.37500894577454,151.37500894577454,0.0,0.09999999999999999,0.0
-2,0,0.7,2200.45,316.2813840378356,10,2200.45,316.2813840378356,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,100.01695550699833,100.01695550699833,0.0,0.0,0.0
-2,0,0.8,1934.65,293.2976351383996,10,1934.65,293.2976351383996,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,92.74885593783772,92.74885593783772,0.0,0.0,0.0
-2,0,0.9,2180.2,460.7615797061788,10,2180.2,460.7615797061788,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,145.70560501687413,145.70560501687413,0.0,0.0,0.0
-2,0,1.0,2164.05,334.3170858464893,10,2164.05,334.3170858464893,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,105.72034519849474,105.72034519849474,0.0,0.0,0.0
-2,3,0.0,2231.05,503.89909979853877,10,2231.05,503.89909979853877,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,159.3468866271876,159.3468866271876,0.0,0.09999999999999999,0.0
-2,3,0.1,1992.1,463.6738437019424,10,1992.1,463.6738437019424,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,146.62654375430571,146.62654375430571,0.0,0.0,0.0
-2,3,0.2,2205.7,357.4985003853552,10,2205.7,357.4985003853552,10,0.0,0.0,10,0.2,0.4216370213557839,10,0.0,0.0,10,113.05095213123055,113.05095213123055,0.0,0.13333333333333333,0.0
-2,3,0.3,2125.75,224.62762395672635,10,2125.75,224.62762395672635,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,71.03349170950591,71.03349170950591,0.0,0.09999999999999999,0.0
-2,3,0.4,2014.4,280.4451619994342,10,2014.4,280.4451619994342,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,88.6845470693113,88.6845470693113,0.0,0.0,0.0
-2,3,0.5,2075.2,164.40789383589697,10,2075.2,164.40789383589697,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,51.99034098325916,51.99034098325916,0.0,0.0,0.0
-2,3,0.6,2187.85,317.8447428471258,10,2187.85,317.8447428471258,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,100.51133297074291,100.51133297074291,0.0,0.0,0.0
-2,3,0.7,2227.95,329.13307423526345,10,2227.95,329.13307423526345,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,104.08101678767143,104.08101678767143,0.0,0.0,0.0
-2,3,0.8,2101.3,457.2031641768605,10,2101.3,457.2031641768605,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,144.5803352234782,144.5803352234782,0.0,0.09999999999999999,0.0
-2,3,0.9,2169.5,355.13252612385565,10,2169.5,355.13252612385565,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,112.3027653760632,112.3027653760632,0.0,0.09999999999999999,0.0
-2,3,1.0,1977.2,272.7344251587369,10,1977.2,272.7344251587369,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,86.24619798383384,86.24619798383384,0.0,0.0,0.0
-2,6,0.0,2287.9,263.4908600565366,10,2303.2,257.94521382133325,10,0.1,0.31622776601683794,10,0.1,0.31622776601683794,10,0.0,0.0,10,83.32312604153383,81.5694387214558,0.09999999999999999,0.09999999999999999,0.0
-2,6,0.1,2419.4,357.6569430178714,10,2419.4,357.6569430178714,10,0.0,0.0,10,0.2,0.4216370213557839,10,0.0,0.0,10,113.10105609095297,113.10105609095297,0.0,0.13333333333333333,0.0
-2,6,0.2,2342.85,394.83970376175023,10,2342.85,394.83970376175023,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,124.85927745532835,124.85927745532835,0.0,0.09999999999999999,0.0
-2,6,0.3,2551.45,499.00080438590254,10,2551.45,499.00080438590254,10,0.0,0.0,10,0.4,0.6992058987801011,10,0.0,0.0,10,157.7979096115591,157.7979096115591,0.0,0.22110831935702666,0.0
-2,6,0.4,2389.45,268.87982135767146,10,2389.45,268.87982135767146,10,0.0,0.0,10,0.2,0.4216370213557839,10,0.0,0.0,10,85.0272652349429,85.0272652349429,0.0,0.13333333333333333,0.0
-2,6,0.5,2154.55,260.51140410098486,10,2154.55,260.51140410098486,10,0.0,0.0,10,0.1,0.31622776601683794,10,0.0,0.0,10,82.38093934076414,82.38093934076414,0.0,0.09999999999999999,0.0
-2,6,0.6,2566.0,382.375687860338,10,2566.0,382.375687860338,10,0.0,0.0,10,0.2,0.42163702135578396,10,0.0,0.0,10,120.91780955122643,120.91780955122643,0.0,0.13333333333333333,0.0
-2,6,0.7,2233.0,422.57254472522885,10,2233.0,422.57254472522885,10,0.0,0.0,10,0.5,0.7071067811865476,10,0.0,0.0,10,133.62917179850945,133.62917179850945,0.0,0.22360679774997896,0.0
-2,6,0.8,2447.45,366.8680848297744,10,2447.45,366.8680848297744,10,0.0,0.0,10,0.9,0.7378647873726218,10,0.0,0.0,10,116.01387488859534,116.01387488859534,0.0,0.2333333333333333,0.0
-2,6,0.9,2437.75,449.13245076851587,10,2437.75,449.13245076851587,10,0.0,0.0,10,0.2,0.4216370213557839,10,0.0,0.0,10,142.0281515521952,142.0281515521952,0.0,0.13333333333333333,0.0
-2,6,1.0,2358.4,445.03812570759976,10,2358.4,445.03812570759976,10,0.0,0.0,10,0.3,0.6749485577105528,10,0.0,0.0,10,140.73341228483497,140.73341228483497,0.0,0.21343747458109494,0.0
-2,9,0.0,2968.4,740.3790995909536,10,2968.4,740.3790995909536,10,0.0,0.0,10,1.3,0.8232726023485646,10,0.0,0.0,10,234.12842866920522,234.12842866920522,0.0,0.2603416558635551,0.0
-2,9,0.1,3027.35,662.1286821054248,10,3027.35,662.1286821054248,10,0.0,0.0,10,1.0,0.9428090415820635,10,0.0,0.0,10,209.38347395787153,209.38347395787153,0.0,0.29814239699997197,0.0
-2,9,0.2,2855.8,336.06441181548655,10,2855.8,336.06441181548655,10,0.0,0.0,10,1.4,0.9660917830792958,10,0.0,0.0,10,106.27289818617395,106.27289818617395,0.0,0.3055050463303893,0.0
-2,9,0.3,3060.95,475.20968763507153,10,3060.95,475.20968763507153,10,0.0,0.0,10,0.9,0.5676462121975466,10,0.0,0.0,10,150.27449791039803,150.27449791039803,0.0,0.1795054935711501,0.0
-2,9,0.4,3181.6,676.6387843188154,10,3181.6,676.6387843188154,10,0.0,0.0,10,1.0,0.6666666666666666,10,0.0,0.0,10,213.97197116548801,213.97197116548801,0.0,0.21081851067789192,0.0
-2,9,0.5,2794.6,601.3190038943094,10,2794.6,601.3190038943094,10,0.0,0.0,10,1.4,0.8432740427115678,10,0.0,0.0,10,190.15376526496772,190.15376526496772,0.0,0.26666666666666666,0.0
-2,9,0.6,3182.7,694.5630600920584,10,3182.7,694.5630600920584,10,0.0,0.0,10,1.3,0.9486832980505138,10,0.0,0.0,10,219.6401248507304,219.6401248507304,0.0,0.3,0.0
-2,9,0.7,3180.0,398.5219218841321,10,3180.0,398.5219218841321,10,0.0,0.0,10,1.1,0.8755950357709131,10,0.0,0.0,10,126.02369706615588,126.02369706615588,0.0,0.27688746209726917,0.0
-2,9,0.8,3103.5,830.9846903256134,10,3127.9,824.9696560076216,10,0.1,0.31622776601683794,10,1.1,0.8755950357709131,10,0.0,0.0,10,262.7804322158626,260.8783113509694,0.09999999999999999,0.27688746209726917,0.0
-2,9,0.9,3194.1,691.2972025274095,10,3194.1,691.2972025274095,10,0.0,0.0,10,1.2,1.2292725943057181,10,0.0,0.0,10,218.60737000893226,218.60737000893226,0.0,0.38873012632301995,0.0
-2,9,1.0,2752.75,592.8374917856214,10,2752.75,592.8374917856214,10,0.0,0.0,10,0.4,0.5163977794943223,10,0.0,0.0,10,187.47167563839255,187.47167563839255,0.0,0.16329931618554522,0.0
-2,12,0.0,3956.15,704.6422279741998,10,3956.15,704.6422279741998,10,0.0,0.0,10,2.0,0.4714045207910317,10,0.0,0.0,10,222.82743759340863,222.82743759340863,0.0,0.14907119849998596,0.0
-2,12,0.1,3833.7,976.7048968626888,10,3833.7,976.7048968626888,10,0.0,0.0,10,2.3,0.9486832980505138,10,0.0,0.0,10,308.86120759259416,308.86120759259416,0.0,0.3,0.0
-2,12,0.2,3773.3,529.7343778830209,10,3773.3,529.7343778830209,10,0.0,0.0,10,2.3,1.0593499054713802,10,0.0,0.0,10,167.51671890026714,167.51671890026714,0.0,0.334995854037363,0.0
-2,12,0.3,3690.25,595.1939576492879,10,3690.25,595.1939576492879,10,0.0,0.0,10,2.4,0.9660917830792959,10,0.0,0.0,10,188.21685557415475,188.21685557415475,0.0,0.30550504633038933,0.0
-2,12,0.4,3624.3,622.9316977004783,10,3624.3,622.9316977004783,10,0.0,0.0,10,3.3,0.8232726023485646,10,0.0,0.0,10,196.98829914489843,196.98829914489843,0.0,0.2603416558635551,0.0
-2,12,0.5,3847.5,610.37625008405,10,3847.5,610.37625008405,10,0.0,0.0,10,2.3,0.9486832980505138,10,0.0,0.0,10,193.01791799381388,193.01791799381388,0.0,0.3,0.0
-2,12,0.6,4036.25,582.7499582916238,10,4036.25,582.7499582916238,10,0.0,0.0,10,2.7,1.3374935098492586,10,0.0,0.0,10,184.28171745696565,184.28171745696565,0.0,0.42295258468165065,0.0
-2,12,0.7,4324.0,998.7002386435415,10,4324.0,998.7002386435415,10,0.0,0.0,10,2.8,0.9189365834726815,10,0.0,0.0,10,315.81674538673,315.81674538673,0.0,0.29059326290271154,0.0
-2,12,0.8,3723.6,1008.6292623600056,10,3723.6,1008.6292623600056,10,0.0,0.0,10,2.3,1.2516655570345725,10,0.0,0.0,10,318.95657837531564,318.95657837531564,0.0,0.3958114029012639,0.0
-2,12,0.9,4162.7,983.2014939867503,10,4162.7,983.2014939867503,10,0.0,0.0,10,3.2,0.7888106377466155,10,0.0,0.0,10,310.9156119878475,310.9156119878475,0.0,0.24944382578492943,0.0
-2,12,1.0,3974.95,436.57393735514927,10,3974.95,436.57393735514927,10,0.0,0.0,10,3.6,1.577621275493231,10,0.0,0.0,10,138.0568009109938,138.0568009109938,0.0,0.49888765156985887,0.0
-2,15,0.0,5408.65,1081.617077702538,10,5408.65,1081.617077702538,10,0.0,0.0,10,4.0,1.4142135623730951,10,0.0,0.0,10,342.03735216753415,342.03735216753415,0.0,0.4472135954999579,0.0
-2,15,0.1,5288.85,1123.7123260277367,10,5288.85,1123.7123260277367,10,0.0,0.0,10,4.7,1.766981104093143,10,0.0,0.0,10,355.3490385053358,355.3490385053358,0.0,0.5587684871413403,0.0
-2,15,0.2,5779.3,1360.7732319857298,10,5779.3,1360.7732319857298,10,0.0,0.0,10,4.8,1.3165611772087666,10,0.0,0.0,10,430.3142792063597,430.3142792063597,0.0,0.41633319989322654,0.0
-2,15,0.3,5606.55,1461.3870209496183,10,5606.55,1461.3870209496183,10,0.0,0.0,10,4.8,1.3165611772087664,10,0.0,0.0,10,462.1311529208997,462.1311529208997,0.0,0.4163331998932265,0.0
-2,15,0.4,5537.35,1539.982089542314,10,5570.35,1538.7827990908195,10,0.1,0.31622776601683794,10,4.0,1.3333333333333333,10,0.0,0.0,10,486.985095881908,486.60584694162657,0.09999999999999999,0.42163702135578385,0.0
-2,15,0.5,4896.8,826.1759027121417,10,4896.8,826.1759027121417,10,0.0,0.0,10,4.2,1.4757295747452437,10,0.0,0.0,10,261.259760051605,261.259760051605,0.0,0.4666666666666666,0.0
-2,15,0.6,5435.3,1613.8087143979196,10,5435.3,1613.8087143979196,10,0.0,0.0,10,5.0,1.699673171197595,10,0.0,0.0,10,510.33112453255933,510.33112453255933,0.0,0.5374838498865699,0.0
-2,15,0.7,5071.6,719.0056328013017,10,5071.6,719.0056328013017,10,0.0,0.0,10,4.0,1.3333333333333333,10,0.0,0.0,10,227.3695450142785,227.3695450142785,0.0,0.42163702135578385,0.0
-2,15,0.8,5432.35,906.9553783584577,10,5442.75,887.8392074769696,10,0.1,0.31622776601683794,10,4.6,1.0749676997731399,10,0.0,0.0,10,286.8044731752511,280.75940916260197,0.09999999999999999,0.339934634239519,0.0
-2,15,0.9,5022.75,819.3636165409782,10,5022.75,819.3636165409782,10,0.0,0.0,10,5.5,1.7795130420052188,10,0.0,0.0,10,259.1055260142306,259.1055260142306,0.0,0.5627314338711378,0.0
-2,15,1.0,5019.25,907.5288868986792,10,5019.25,907.5288868986792,10,0.0,0.0,10,4.1,1.2866839377079187,10,0.0,0.0,10,286.9858324997169,286.9858324997169,0.0,0.4068851871911234,0.0
-2,18,0.0,8170.2,1514.6770686262541,10,8204.8,1472.6379429822903,10,0.4,0.6992058987801011,10,7.3,1.3374935098492586,10,0.0,0.0,10,478.98294564861305,465.68900686092115,0.22110831935702666,0.42295258468165065,0.0
-2,18,0.1,9679.3,2537.619807790144,10,9694.3,2521.518316852412,10,0.3,0.48304589153964794,10,7.5,1.4337208778404373,10,0.0,0.0,10,802.4658428175549,797.3741043087756,0.15275252316519466,0.4533823502911813,0.0
-2,18,0.2,8434.85,1869.1630933239735,10,8450.85,1863.5872225659607,10,0.2,0.4216370213557839,10,7.0,1.4907119849998598,10,0.0,0.0,10,591.0812693229625,589.3180241695575,0.13333333333333333,0.4714045207910317,0.0
-2,18,0.3,8079.45,1609.169013462815,10,8097.15,1598.4892529093422,10,0.2,0.4216370213557839,10,7.1,1.449137674618944,10,0.0,0.0,10,508.863922270865,505.48668544944553,0.13333333333333333,0.458257569495584,0.0
-2,18,0.4,7365.2,1749.582667698532,10,7405.6,1741.2783426743317,10,0.1,0.31622776601683794,10,7.4,1.3498971154211057,10,0.0,0.0,10,553.2666184680864,550.6405603174059,0.09999999999999999,0.4268749491621899,0.0
-2,18,0.5,8281.9,1745.9886215742263,10,8287.0,1752.317465529577,10,0.1,0.31622776601683794,10,6.6,1.2649110640673518,10,0.0,0.0,10,552.1300812912358,554.1314374767055,0.09999999999999999,0.39999999999999997,0.0
-2,18,0.6,7630.05,2075.246363554083,10,7667.95,2067.414736250728,10,0.2,0.42163702135578396,10,7.5,1.2692955176439846,10,0.0,0.0,10,656.2505214812743,653.7739434748578,0.13333333333333333,0.40138648595974313,0.0
-2,18,0.7,6670.9,1676.697544447285,10,6691.9,1690.5157957131178,10,0.2,0.42163702135578396,10,7.0,1.5634719199411433,10,0.0,0.0,10,530.2183187664828,534.5880334945364,0.13333333333333333,0.4944132324730442,0.0
-2,18,0.8,7243.75,1289.2453272705272,10,7248.75,1290.1833041600457,10,0.1,0.31622776601683794,10,7.4,1.1737877907772671,10,0.0,0.0,10,407.6951696904059,407.99178402675375,0.09999999999999999,0.3711842908553347,0.0
-2,18,0.9,7862.2,2270.7548206610845,10,7870.9,2289.1428866620704,10,0.1,0.31622776601683794,10,7.0,1.9999999999999998,10,0.0,0.0,10,718.0757241096202,723.8905411424821,0.09999999999999999,0.6324555320336758,0.0
-2,18,1.0,7051.1,1087.4409511427377,10,7069.8,1065.8061685357657,10,0.3,0.6749485577105528,10,7.1,1.3703203194062976,10,0.0,0.0,10,343.87902265509337,337.0375036830306,0.21343747458109494,0.4333333333333333,0.0
-2,21,0.0,11747.95,3319.2241098887353,10,12045.1,3381.3951739218865,10,2.2,1.5491933384829668,10,9.2,1.4757295747452437,10,0.0,0.0,10,1049.630825179342,1069.2910418694353,0.4898979485566356,0.4666666666666666,0.0
-2,21,0.1,12417.6,2821.8848192889327,10,12660.1,2772.085514553979,10,2.0,1.6329931618554518,10,10.0,1.6329931618554518,10,0.0,0.0,10,892.3583323605676,876.6104094750414,0.5163977794943222,0.5163977794943222,0.0
-2,21,0.2,11956.35,3422.533548654661,10,12207.25,3483.1020916067846,10,2.1,0.9944289260117531,10,10.4,1.1737877907772674,10,0.0,0.0,10,1082.300138208744,1101.453593237389,0.3144660377352201,0.3711842908553348,0.0
-2,21,0.3,11407.5,2686.584800241543,10,11586.3,2679.203065589965,10,1.7,0.8232726023485646,10,9.2,1.3165611772087669,10,0.0,0.0,10,849.5727095951759,847.2384001369783,0.2603416558635551,0.4163331998932266,0.0
-2,21,0.4,10127.6,1366.5919451117968,10,10393.6,1444.873462356556,10,2.1,1.1005049346146119,10,9.6,1.8378731669453627,10,0.0,0.0,10,432.15431785930866,456.90910717802745,0.348010216963685,0.5811865258054231,0.0
-2,21,0.5,9073.2,2341.1527692333298,10,9242.2,2282.6875388453846,10,1.4,1.07496769977314,10,9.5,1.269295517643984,10,0.1,0.31622776601683794,10,740.3375101187895,721.8491809235499,0.33993463423951903,0.4013864859597429,0.09999999999999999
-2,21,0.6,10461.1,2439.555865771928,10,10684.9,2361.8471914066654,10,1.5,1.0801234497346435,10,10.0,1.3333333333333333,10,0.1,0.31622776601683794,10,771.4553015063296,746.8816610116728,0.34156502553198664,0.42163702135578385,0.09999999999999999
-2,21,0.7,11245.6,2732.9320620087788,10,11348.1,2756.590514869169,10,1.1,0.7378647873726218,10,10.0,1.3333333333333333,10,0.1,0.31622776601683794,10,864.2290006448264,871.7104603402823,0.2333333333333333,0.42163702135578385,0.09999999999999999
-2,21,0.8,10253.85,2617.578843660259,10,10415.25,2633.7933696265713,10,1.2,0.9189365834726815,10,9.6,2.2211108331943574,10,0.1,0.31622776601683794,10,827.7511101036215,832.8785934269705,0.29059326290271154,0.7023769168568492,0.09999999999999999
-2,21,0.9,10346.0,2120.6573011424757,10,10434.6,2054.02928952394,10,0.6,0.8432740427115678,10,9.2,1.1352924243950933,10,0.0,0.0,10,670.6107208275818,649.5410935593083,0.26666666666666666,0.3590109871423002,0.0
-2,21,1.0,9036.5,1154.219722005592,10,9182.2,1124.028103642332,10,1.0,0.816496580927726,10,9.5,1.4337208778404378,10,0.0,0.0,10,364.99632418240407,355.4488961549574,0.2581988897471611,0.4533823502911814,0.0
-2,24,0.0,17235.8,2155.218913861575,10,18653.9,2189.950719892015,10,9.8,1.9888578520235065,10,11.9,1.1005049346146119,10,0.2,0.4216370213557839,10,681.5400624076817,692.5232238384178,0.6289320754704403,0.348010216963685,0.13333333333333333
-2,24,0.1,16645.5,2256.7459734956633,10,17761.6,2324.6889254263674,10,8.1,3.5418137224371984,10,12.2,0.7888106377466155,10,0.2,0.4216370213557839,10,713.6457376660277,735.1311855716637,1.120019841094096,0.24944382578492943,0.13333333333333333
-2,24,0.2,14882.7,2619.680686648661,10,15915.25,2676.9321293226685,10,7.4,2.5473297566057065,10,12.5,1.2692955176439846,10,0.1,0.31622776601683794,10,828.415771216362,846.5202670344045,0.8055363982396381,0.40138648595974313,0.09999999999999999
-2,24,0.3,12560.9,2843.855538212555,10,13470.05,2973.3316185533176,10,7.0,2.160246899469287,10,11.7,1.7669811040931427,10,0.3,0.48304589153964794,10,899.3060837235685,940.2500153623445,0.6831300510639733,0.5587684871413402,0.15275252316519466
-2,24,0.4,14289.35,2494.8122513416606,10,15412.7,2961.4758726764,10,7.3,2.4517567397911058,10,11.7,1.2516655570345725,10,0.6,1.07496769977314,10,788.9289048732113,936.5008993292234,0.7753135566408671,0.3958114029012639,0.33993463423951903
-2,24,0.5,13226.25,1868.5202590106787,10,14354.55,1837.1077578326458,10,7.4,2.065591117977289,10,11.8,2.097617696340303,10,0.3,0.483045891539648,10,590.8779872641503,580.9444821916196,0.6531972647421808,0.6633249580710798,0.15275252316519466
-2,24,0.6,14627.4,2498.508864191689,10,15175.05,2450.3349481924574,10,4.9,2.330951164939612,10,11.8,1.2292725943057188,10,0.2,0.42163702135578396,10,790.097876496605,774.8639466598851,0.7371114795831993,0.3887301263230202,0.13333333333333333
-2,24,0.7,13178.0,2477.5054658533722,10,13935.3,2657.8591656527706,10,5.0,2.4037008503093262,10,11.1,1.728840330651992,10,0.3,0.48304589153964794,10,783.4560187613172,840.4888663417523,0.7601169500660919,0.5467073155618908,0.15275252316519466
-2,24,0.8,13206.9,2789.456685449695,10,13984.05,2570.6423586549554,10,5.1,2.2827858224351907,10,10.8,1.0327955589886446,10,0.2,0.4216370213557839,10,882.1036560404905,812.9084903057116,0.7218802609235904,0.32659863237109044,0.13333333333333333
-2,24,0.9,12802.75,2067.494837424698,10,13453.65,2206.590268692602,10,5.0,2.309401076758503,10,11.5,1.2692955176439848,10,0.5,0.7071067811865476,10,653.7992736901576,697.7851111831557,0.7302967433402214,0.4013864859597432,0.22360679774997896
-2,24,1.0,12670.35,2879.1295178500654,10,13629.5,2906.1138522470555,10,6.5,1.509230856356236,10,11.0,1.414213562373095,10,0.3,0.48304589153964794,10,910.4606955028619,918.9938912866734,0.47726070210921173,0.44721359549995787,0.15275252316519466
-2,27,0.0,19603.3,1021.738773964374,10,22572.05,1421.6554210184374,10,18.9,3.0713731999438516,10,12.7,1.2516655570345723,10,1.5,0.97182531580755,10,323.1021699435369,449.56691783438765,0.971253485622231,0.3958114029012638,0.30731814857642953
-2,27,0.1,17822.4,2415.910247137137,10,20438.3,2091.9323496603697,10,16.7,5.6381636096240495,10,12.9,1.4491376746189437,10,0.4,0.6992058987801011,10,763.9779003493636,661.5270935914533,1.7829438827088442,0.45825756949558394,0.22110831935702666
-2,27,0.2,17622.4,2581.6213445559106,10,20364.05,3073.355038336226,10,17.7,4.029061098237818,10,12.6,1.646545204697129,10,1.0,1.0540925533894598,10,816.380350490301,971.8801979496579,1.274100990241093,0.5206833117271101,0.3333333333333333
-2,27,0.3,17493.3,2809.5201567369318,10,19589.4,2705.20563810673,10,13.6,2.6749870196985173,10,12.9,1.96920739836559,10,0.8,1.5491933384829668,10,888.4482827441963,855.4611355546457,0.8459051693633013,0.6227180564089799,0.4898979485566356
-2,27,0.4,18490.9,1461.491490833175,10,20859.6,1751.5301215413533,10,15.0,2.260776661041756,10,13.0,1.5634719199411433,10,1.5,1.0801234497346435,10,462.1641891987929,553.8824574462227,0.7149203529842405,0.4944132324730442,0.34156502553198664
-2,27,0.5,16758.25,2491.2597019937075,10,19137.0,2600.2288574491113,10,13.4,2.8362729848243533,10,13.3,1.3374935098492589,10,1.9,0.9944289260117531,10,787.8054901292435,822.2645627236474,0.8969082698049141,0.4229525846816507,0.3144660377352201
-2,27,0.6,17141.6,1724.578947002556,10,19419.45,1529.280993909666,10,13.7,3.093002855909879,10,11.9,1.5951314818673863,10,1.5,1.35400640077266,10,545.359747730289,483.60111231606317,0.9780933834080806,0.5044248650140518,0.4281744192888376
-2,27,0.7,16249.2,2827.794087270146,10,18402.3,3196.020617719618,10,13.4,2.836272984824353,10,12.5,1.35400640077266,10,1.9,0.8755950357709131,10,894.2270069730615,1010.670460085229,0.8969082698049139,0.4281744192888376,0.27688746209726917
-2,27,0.8,15296.05,2053.2513572651324,10,17578.45,2111.8498006618643,10,13.5,3.171049598406741,10,13.2,1.1352924243950933,10,1.0,1.0540925533894598,10,649.2950897789931,667.8255446264058,1.0027739304327548,0.3590109871423002,0.3333333333333333
-2,27,0.9,16134.2,2274.9027720371305,10,18041.15,1997.925716698307,10,11.6,2.4585451886114362,10,13.5,1.1785113019775795,10,1.0,0.816496580927726,10,719.3874215068137,631.7995860590954,0.7774602526460399,0.372677996249965,0.2581988897471611
-2,27,1.0,14884.95,2801.3050872167896,10,17078.65,2798.6097843393604,10,12.8,3.155242550986462,10,12.7,1.888562063228706,10,1.8,1.0327955589886444,10,885.8504496621687,884.9981200545005,0.9977753031397177,0.5972157622389639,0.3265986323710904
-2,30,0.0,21252.9,1935.839034286339,10,26498.7,1677.5529831010142,10,31.3,5.121848624601606,10,12.8,1.6193277068654828,10,2.5,1.1785113019775795,10,612.1660531805619,530.4888322209159,1.6196707484341797,0.5120763831912406,0.372677996249965
